#GeneID,Symbol,GeneInfo,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,casTLE p-value,Minimum Effect Estimate,Maximum Effect Estimate
ENSG00000168137,SETD5,SET domain containing 5,9,0.3,4.05,10,1.3,21.4,0.5,21.7,0.00442,0.2,1.7
ENSG00000001497,LAS1L,LAS1-like (S. cerevisiae),9,0.9,16.3,9,1.8,13.4,1,27.3,0.00443,0.7,2
ENSG00000125977,EIF2S2,"eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa",10,1,19.4,10,1,8.21,1,27.2,0.0045,0.7,1.7
ENSG00000112855,HARS2,"histidyl-tRNA synthetase 2, mitochondrial",10,-0.9,18,10,-0.6,11.8,-0.9,29.1,0.00457,-1.3,-0.5
ENSG00000135387,CAPRIN1,cell cycle associated protein 1,10,0.6,9.13,10,0.6,20.3,0.6,29,0.0046,0.4,0.9
ENSG00000143207,RFWD2,"ring finger and WD repeat domain 2, E3 ubiquitin protein ligase",10,-0.7,10.2,10,-0.9,19.5,-0.8,29,0.0046,-1.2,-0.5
ENSG00000130254,SAFB2,scaffold attachment factor B2,10,1.8,30,10,0.3,1.25,1.8,27.1,0.00463,1.4,2.9
ENSG00000148303,RPL7A,ribosomal protein L7a,10,1.5,28.1,10,0.4,8.85,1.4,28.9,0.00466,0.7,2.2
ENSG00000267824,AC137056.1,N/A,10,1.1,15.8,10,0.7,13.6,0.7,28.9,0.00466,0.4,1.2
ENSG00000147123,NDUFB11,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3kDa",10,-1.5,30.6,10,1.2,12.6,-1.5,28.9,0.00466,-2.3,-0.9
ENSG00000135334,AKIRIN2,akirin 2,10,0.7,12.1,10,0.8,15.5,0.8,27,0.00476,0.5,1.2
ENSG00000145982,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",9,-1.9,4.11,9,-2.5,24.1,-2.4,27,0.00476,-4.6,-1.7
ENSG00000101216,GMEB2,glucocorticoid modulatory element binding protein 2,10,0.8,21.5,10,0.7,5.95,0.7,27,0.00476,0.5,1.3
ENSG00000112282,MED23,mediator complex subunit 23,10,-1.8,9.45,10,-1.7,18,-1.8,27,0.00476,-2.6,-1.2
ENSG00000109220,CHIC2,cysteine-rich hydrophobic domain 2,10,0.2,1.42,10,2.6,24,2.6,21.5,0.00477,0.8,5
ENSG00000166275,C10ORF32,chromosome 10 open reading frame 32,10,-0.8,12.5,10,-1.5,18.6,-0.7,28.8,0.00479,-1.6,-0.4
ENSG00000158615,PPP1R15B,"protein phosphatase 1, regulatory subunit 15B",10,1.5,17.4,10,-1.9,30.1,-1.9,26.9,0.00485,-3.5,-1.1
ENSG00000125356,NDUFA1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa",10,-1.4,17.3,10,-1.7,10.3,-1.5,26.9,0.00485,-2.4,-1.1
ENSG00000171456,ASXL1,additional sex combs like transcriptional regulator 1,10,0.7,16,10,1.1,13.2,0.8,26.9,0.00485,0.5,1.3
ENSG00000127481,UBR4,ubiquitin protein ligase E3 component n-recognin 4,10,-0.7,18.3,10,-1.4,12.6,-0.8,28.7,0.00487,-1.4,-0.4
ENSG00000171262,FAM98B,"family with sequence similarity 98, member B",10,0.8,2.14,10,3.1,22.9,3,21.4,0.00491,2.5,6
ENSG00000165325,CCDC67,coiled-coil domain containing 67,10,-1.4,3.69,10,-3.4,21,-3.4,21.4,0.00491,-5.9,-3
ENSG00000214050,FBXO16,F-box protein 16,10,1.4,13.5,10,1.2,15.9,1.3,28.6,0.00493,1,2
ENSG00000268172,AL590452.1,N/A,10,-0.9,20.3,10,-0.5,10.3,-0.7,28.6,0.00493,-1.2,-0.4
ENSG00000073584,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",10,-2,29.8,10,-0.5,3.85,-1.9,28.6,0.00493,-4,-0.5
ENSG00000105202,FBL,fibrillarin,8,1.4,18.4,9,-1.2,23.5,-1.1,26.8,0.00499,-1.8,-0.7
ENSG00000122140,MRPS2,mitochondrial ribosomal protein S2,10,-0.4,5.38,10,-1.7,27.3,-0.5,28.5,0.00506,-2.5,-0.4
ENSG00000096384,HSP90AB1,"heat shock protein 90kDa alpha (cytosolic), class B member 1",10,0.7,18.1,10,0.3,5.87,0.6,21.3,0.00507,0.3,0.9
ENSG00000196531,NACA,nascent polypeptide-associated complex alpha subunit,10,-1,17.7,10,-0.5,5.76,-0.8,21.3,0.00507,-1.4,-0.5
ENSG00000153815,CMIP,c-Maf inducing protein,10,-1,4.04,10,-1.3,23.8,-1.2,26.7,0.00509,-2,-0.8
ENSG00000102125,TAZ,tafazzin,9,-1.2,11,8,-1.3,17.9,-1.3,28.4,0.00512,-1.9,-1
ENSG00000147604,RPL7,ribosomal protein L7,8,1.1,13.7,8,1.5,16.4,1.2,28.4,0.00512,0.8,2.2
ENSG00000100316,RPL3,ribosomal protein L3,10,1.6,25.6,8,1.1,2.38,1.5,26.5,0.00533,0.6,2.8
ENSG00000151923,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,10,-1,7.4,10,-1.5,22.2,-1,28.2,0.00534,-1.8,-0.4
ENSG00000116688,MFN2,mitofusin 2,10,-1.3,13.2,10,-1.2,8.61,-1.3,21.1,0.0054,-1.8,-0.9
ENSG00000112624,GLTSCR1L,GLTSCR1-like,10,-0.5,6.89,10,-2.1,24.8,-0.4,26.4,0.00549,-3.2,-0.3
ENSG00000164151,KIAA0947,N/A,10,0.7,13.5,10,0.9,15.4,0.8,28,0.00557,0.5,1.1
ENSG00000148459,PDSS1,"prenyl (decaprenyl) diphosphate synthase, subunit 1",10,-1.1,7.21,10,-1.9,24.1,-1.8,28,0.00557,-3,-0.6
ENSG00000109475,RPL34,ribosomal protein L34,8,0.3,1.07,9,0.8,29.4,0.8,28,0.00557,0.5,1.3
ENSG00000136758,YME1L1,YME1-like 1 ATPase,10,-2.1,27.3,10,-0.4,5.61,-0.5,28,0.00557,-3.3,-0.3
ENSG00000090861,AARS,alanyl-tRNA synthetase,10,-1.9,16.8,10,-1.1,13.7,-1.7,26.3,0.00557,-2.4,-0.8
ENSG00000125148,MT2A,metallothionein 2A,10,0.3,3.67,10,1.5,22.9,1.4,21,0.00558,0.3,3
ENSG00000236334,PPIAL4G,peptidylprolyl isomerase A (cyclophilin A)-like 4G,9,-1.3,16.3,9,-1.1,12.5,-1.2,27.9,0.00564,-1.8,-0.8
ENSG00000223501,VPS52,vacuolar protein sorting 52 homolog (S. cerevisiae),10,0.8,11.7,10,0.8,16.5,0.8,27.8,0.00571,0.6,1.2
ENSG00000106636,YKT6,YKT6 v-SNARE homolog (S. cerevisiae),9,0.7,8.9,9,1.1,20.5,0.9,27.8,0.00571,0.5,1.5
ENSG00000213066,FGFR1OP,FGFR1 oncogene partner,10,-0.6,3.75,10,-0.9,17.6,-0.9,20.9,0.00575,-1.4,-0.5
ENSG00000134186,PRPF38B,pre-mRNA processing factor 38B,8,-2.1,27.5,9,1.1,7.85,-2.1,26.1,0.00582,-3.8,-1.4
ENSG00000116698,SMG7,SMG7 nonsense mediated mRNA decay factor,9,-1.7,19.5,10,-1.2,8.03,-1.5,26.1,0.00582,-2.6,-0.7
ENSG00000143418,CERS2,ceramide synthase 2,10,-0.5,8.3,10,-0.8,20.3,-0.7,27.7,0.00586,-1,-0.4
ENSG00000138468,SENP7,SUMO1/sentrin specific peptidase 7,10,-0.4,9.04,10,-0.7,21,-0.6,27.6,0.00592,-0.9,-0.4
ENSG00000083845,RPS5,ribosomal protein S5,9,-0.7,1.91,10,1.8,29.3,1.8,27.6,0.00592,1.4,3
ENSG00000129084,PSMA1,"proteasome (prosome, macropain) subunit, alpha type, 1",3,0.8,6.28,3,1.9,17.1,1.9,20.8,0.00594,1.6,3
ENSG00000211657,IGLV3-32,immunoglobulin lambda variable 3-32 (non-functional),9,-0.8,9.15,9,-0.7,19.2,-0.7,27.5,0.00604,-1.1,-0.5
ENSG00000164327,RICTOR,"RPTOR independent companion of MTOR, complex 2",10,1.2,10.5,10,0.9,11.1,1.1,20.7,0.0061,0.7,1.7
ENSG00000259132,RP11-298I3.5,N/A,7,1.4,13.3,7,1.1,15.4,1.2,27.3,0.00624,0.8,2.3
ENSG00000070814,TCOF1,Treacher Collins-Franceschetti syndrome 1,10,-1.6,18.1,10,-1,4.78,-1.5,20.6,0.00634,-2.4,-0.9
ENSG00000112149,CD83,CD83 molecule,10,-0.7,2.62,10,-2,21.4,-2,20.6,0.00634,-4,-1.3
ENSG00000068784,SRBD1,S1 RNA binding domain 1,10,-0.4,8.13,10,-2.2,23.8,-0.5,25.6,0.00646,-3.3,-0.3
ENSG00000136271,DDX56,DEAD (Asp-Glu-Ala-Asp) box helicase 56,10,1.5,22.3,9,2.4,6.33,1.9,25.6,0.00646,1,3.5
ENSG00000130489,SCO2,SCO2 cytochrome c oxidase assembly protein,10,-0.8,6.49,10,-0.8,21,-0.8,27.1,0.00649,-1.2,-0.5
ENSG00000141141,DDX52,DEAD (Asp-Glu-Ala-Asp) box polypeptide 52,10,-0.8,4.35,10,-1.2,24.9,-1.2,27.1,0.00649,-1.7,-0.7
ENSG00000183978,COA3,cytochrome c oxidase assembly factor 3,10,2,29.3,10,0.4,1.18,2,27.1,0.00649,0.6,3.6
ENSG00000099783,HNRNPM,heterogeneous nuclear ribonucleoprotein M,10,-1.8,27.9,10,-0.3,2.31,-1.8,25.5,0.00655,-2.6,-0.9
ENSG00000259261,IGHV4OR15-8,immunoglobulin heavy variable 4/OR15-8 (non-functional),10,-0.4,12.2,10,-0.6,15.7,-0.6,27,0.00659,-0.9,-0.4
ENSG00000165501,LRR1,leucine rich repeat protein 1,8,1,7.38,8,1.6,15.3,1.5,20.5,0.00661,0.5,2.3
ENSG00000147140,NONO,"non-POU domain containing, octamer-binding",10,-0.8,16.8,10,-0.4,6.89,-0.6,20.5,0.00661,-1.2,-0.4
ENSG00000205629,LCMT1,leucine carboxyl methyltransferase 1,10,-2.2,21.8,10,-1.6,5.14,-2.2,25.4,0.00668,-3.9,-1.7
ENSG00000073578,SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",10,-1.9,22.7,10,-0.9,6.58,-1.8,25.4,0.00668,-3,-1.3
ENSG00000108592,FTSJ3,FtsJ homolog 3 (E. coli),10,1.2,26.1,10,-1.3,8.74,1.2,25.4,0.00668,0.8,1.8
ENSG00000163399,ATP1A1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",10,-1.2,21.9,8,-0.9,4.72,-1.1,25.4,0.00668,-1.8,-0.8
ENSG00000111605,CPSF6,"cleavage and polyadenylation specific factor 6, 68kDa",10,0.6,17,10,0.9,9.94,0.6,25.4,0.00668,0.4,1
ENSG00000204843,DCTN1,dynactin 1,10,2.8,22.3,10,2,4.79,2.8,25.4,0.00668,2.3,4.9
ENSG00000259455,RP11-467N20.5,N/A,10,-0.6,11.7,10,-0.6,15.6,-0.6,26.9,0.00672,-0.9,-0.4
ENSG00000172339,ALG14,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",8,-1.2,15.2,8,-1.1,12.1,-1.2,26.9,0.00672,-1.7,-0.6
ENSG00000196866,HIST1H2AD,"histone cluster 1, H2ad",9,-0.6,6.99,10,-1,22,-0.9,26.9,0.00672,-1.4,-0.6
ENSG00000166902,MRPL16,mitochondrial ribosomal protein L16,10,-1.9,30.5,10,0.8,7.22,-1.9,26.9,0.00672,-3.9,-1.2
ENSG00000128626,MRPS12,mitochondrial ribosomal protein S12,10,-0.9,13.6,10,-1.5,16.8,-1.3,26.8,0.00676,-1.9,-0.9
ENSG00000106609,TMEM248,transmembrane protein 248,10,-0.6,13.4,10,-0.4,8.29,-0.5,20.4,0.00677,-0.8,-0.3
ENSG00000065526,SPEN,spen family transcriptional repressor,10,-0.7,9.95,10,-1.1,11.1,-0.7,20.4,0.00677,-1.3,-0.4
ENSG00000095002,MSH2,mutS homolog 2,10,0.4,9.75,10,0.6,12,0.5,20.4,0.00677,0.3,0.8
ENSG00000197183,C20ORF112,N/A,10,1.2,20.5,10,0.9,5.49,1.2,25.3,0.0068,0.8,1.7
ENSG00000120860,CCDC53,coiled-coil domain containing 53,10,-1.5,5.99,10,-1.2,21.9,-1.4,26.7,0.00682,-2,-0.9
ENSG00000008988,RPS20,ribosomal protein S20,9,-1.2,25.2,8,-0.9,2.04,-1,26.6,0.00693,-1.7,-0.7
ENSG00000068308,OTUD5,OTU deubiquitinase 5,10,-0.3,5.34,10,-0.7,22.9,-0.7,26.6,0.00693,-1.1,-0.5
ENSG00000111880,RNGTT,RNA guanylyltransferase and 5'-phosphatase,9,-1.7,21.9,10,-1.3,4.56,-1.6,25.2,0.00696,-2.8,-1
ENSG00000167112,TRUB2,TruB pseudouridine (psi) synthase family member 2,10,-1.5,21.7,10,-0.7,5,-0.6,25.2,0.00696,-1.9,-0.4
ENSG00000197982,C1ORF122,chromosome 1 open reading frame 122,10,-2.1,25.5,10,1.4,2.89,-2.1,25.1,0.00703,-3.9,-1.5
ENSG00000108021,FAM208B,"family with sequence similarity 208, member B",10,0.6,19.3,10,0.7,6.24,0.6,25.1,0.00703,0.4,0.9
ENSG00000084463,WBP11,WW domain binding protein 11,10,-1.1,19.7,10,-0.6,9.75,-1,26.5,0.00704,-1.5,-0.7
ENSG00000116221,MRPL37,mitochondrial ribosomal protein L37,10,-1.4,20.7,10,-0.8,8.69,-1.1,26.5,0.00704,-1.8,-0.7
ENSG00000163939,PBRM1,polybromo 1,10,0.7,13.9,10,0.8,13,0.7,26.5,0.00704,0.4,1.1
ENSG00000104835,SARS2,"seryl-tRNA synthetase 2, mitochondrial",9,-1,15.3,9,-0.9,11.7,-0.9,26.4,0.00714,-1.4,-0.6
ENSG00000109606,DHX15,DEAH (Asp-Glu-Ala-His) box helicase 15,10,1.4,23.6,10,0.4,7.43,0.8,26.4,0.00714,0.5,1.7
ENSG00000151532,VTI1A,vesicle transport through interaction with t-SNAREs 1A,10,2.1,29.7,10,0.2,1.43,2.1,26.4,0.00714,1.6,4
ENSG00000188976,NOC2L,nucleolar complex associated 2 homolog (S. cerevisiae),10,0.7,6.54,10,1.8,23.2,1.5,25,0.00717,0.8,2.4
ENSG00000114902,SPCS1,signal peptidase complex subunit 1 homolog (S. cerevisiae),10,0.3,5.59,10,1.6,24.9,1.4,26.3,0.00721,0.7,2.5
ENSG00000183038,GGTLC3,gamma-glutamyltransferase light chain 3,10,-2.2,14.2,10,-0.9,12.4,-2,20.2,0.00732,-3.3,-0.9
ENSG00000197479,PCDHB11,protocadherin beta 11,10,0.3,1.03,10,1.5,22.7,1.5,20.2,0.00732,0.6,3
ENSG00000094916,CBX5,chromobox homolog 5,10,-0.5,9.01,10,-0.6,17.7,-0.6,26.2,0.00739,-0.9,-0.4
ENSG00000169635,HIC2,hypermethylated in cancer 2,9,-2.1,14.8,8,-1.6,11.4,-2,24.8,0.00744,-3.5,-1.4
ENSG00000167515,TRAPPC2L,trafficking protein particle complex 2-like,10,1.3,13.3,10,0.9,13.7,0.8,26.1,0.00754,0.6,1.5
ENSG00000069956,MAPK6,mitogen-activated protein kinase 6,10,-0.8,10.9,10,-0.9,14.4,-0.9,24.7,0.00762,-1.3,-0.5
ENSG00000117020,AKT3,v-akt murine thymoma viral oncogene homolog 3,10,1.6,25.1,10,1.2,0.338,1.5,24.7,0.00762,1,3
ENSG00000176407,KCMF1,potassium channel modulatory factor 1,10,-0.8,13.7,10,-1.2,12.3,-1,24.7,0.00762,-1.6,-0.6
ENSG00000105671,DDX49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,10,-0.6,1.47,10,-1.3,26.9,-1.3,26,0.00767,-1.8,-0.7
ENSG00000176049,JAKMIP2,janus kinase and microtubule interacting protein 2,10,-0.3,0.287,10,-1.9,22.4,-1.9,20,0.00778,-3,-1.2
ENSG00000180098,TRNAU1AP,tRNA selenocysteine 1 associated protein 1,10,-0.6,11.8,10,-1.8,18.1,-0.9,24.6,0.0078,-2.1,-0.5
ENSG00000120438,TCP1,t-complex 1,9,1.2,28.8,9,-0.8,2.35,1.2,25.9,0.00787,0.9,1.9
ENSG00000240240,RP11-146D12.2,N/A,3,-0.8,3.74,4,1.5,27.7,1.5,25.9,0.00787,0.9,2.8
ENSG00000168827,GFM1,"G elongation factor, mitochondrial 1",10,-1.7,20.2,10,-1,9.1,-1.7,25.9,0.00787,-2.2,-0.6
ENSG00000132570,PCBD2,pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,10,2.3,22.7,10,1.3,5.01,2.3,25.9,0.00787,1.8,4
ENSG00000131721,RHOXF2,"Rhox homeobox family, member 2",3,-1.3,16,3,-1,9.61,-1.3,24.5,0.008,-2,-0.9
ENSG00000165525,NEMF,nuclear export mediator factor,10,1.1,12.2,10,2.5,17.7,2,24.5,0.008,1.1,3.6
ENSG00000161133,USP41,ubiquitin specific peptidase 41,10,0.9,6.43,10,-1.1,22.1,-1.3,25.8,0.0081,-1.9,-0.6
ENSG00000155666,KDM8,lysine (K)-specific demethylase 8,10,-0.7,21.1,10,-0.5,4.86,-0.6,24.3,0.00835,-1,-0.4
ENSG00000163527,STT3B,"STT3B, subunit of the oligosaccharyltransferase complex (catalytic)",10,-1,3.97,10,-2.3,25.1,-2.2,25.6,0.00848,-3.9,-1
ENSG00000124786,SLC35B3,"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3",10,-0.9,8.24,10,-0.8,17.9,-0.9,25.6,0.00848,-1.4,-0.7
ENSG00000258386,RP11-187E13.2,N/A,2,0,0,2,-2.3,27.3,-2.3,25.6,0.00848,-4,-2
ENSG00000185627,PSMD13,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13",10,0.6,13.9,10,1,6.82,0.7,19.7,0.00855,0.4,1.3
ENSG00000122566,HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1,10,-1.6,17.8,10,-0.8,4.26,-0.8,19.7,0.00855,-2.1,-0.5
ENSG00000197471,SPN,sialophorin,10,-0.7,19.9,10,-0.2,3.6,-0.6,19.7,0.00855,-1.1,-0.3
ENSG00000099956,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",10,-1.3,14.4,10,-0.5,7.57,-0.7,19.7,0.00855,-1.6,-0.4
ENSG00000137259,HIST1H2AB,"histone cluster 1, H2ab",10,-1.4,10.4,10,-1.2,16,-1.3,25.5,0.00862,-2.1,-1
ENSG00000198258,UBL5,ubiquitin-like 5,8,1.2,5.04,10,-1.4,27.9,-1.4,25.5,0.00862,-2.4,-1.1
ENSG00000249590,RP4-539M6.19,N/A,9,1.6,18.3,9,0.6,9.97,0.6,25.5,0.00862,0.4,1.7
ENSG00000042429,MED17,mediator complex subunit 17,9,-1.4,8.43,9,-1.2,16.3,-1.3,24.1,0.00874,-2.1,-0.8
ENSG00000114503,NCBP2,"nuclear cap binding protein subunit 2, 20kDa",10,1.7,18.4,10,-1,15.1,-0.9,24.1,0.00874,-2,2
ENSG00000111641,NOP2,NOP2 nucleolar protein,10,0.8,8.93,10,2,19.8,1.3,24.1,0.00874,0.8,2.6
ENSG00000124228,DDX27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,10,1,18.2,10,1.8,7.36,1,24.1,0.00874,0.6,1.9
ENSG00000159224,GIP,gastric inhibitory polypeptide,10,2.4,21.7,10,-0.7,6.48,2.3,19.6,0.00888,1.8,4
ENSG00000116560,SFPQ,splicing factor proline/glutamine-rich,10,-1.6,3.91,9,-1.4,16.3,-1.5,19.6,0.00888,-2.4,-0.6
ENSG00000070413,DGCR2,DiGeorge syndrome critical region gene 2,10,-1.2,14.1,10,-0.8,6.95,-1,19.6,0.00888,-1.7,-0.7
ENSG00000100401,RANGAP1,Ran GTPase activating protein 1,9,1.1,0.849,10,1.2,19.2,1.2,19.6,0.00888,0.9,1.9
ENSG00000108256,NUFIP2,nuclear fragile X mental retardation protein interacting protein 2,10,-1.9,25.9,10,-0.5,2.49,-1.8,24,0.00889,-2.6,-0.5
ENSG00000010256,UQCRC1,ubiquinol-cytochrome c reductase core protein I,10,-1.2,22.7,10,-0.6,4.4,-1.2,24,0.00889,-1.8,-0.9
ENSG00000211668,IGLV2-11,immunoglobulin lambda variable 2-11,10,-1,5.35,10,2.2,23.6,-1.1,25.3,0.00897,-2,3
ENSG00000092108,SCFD1,sec1 family domain containing 1,10,1.4,7.05,10,2.2,20.9,2.1,25.3,0.00897,0.6,4
ENSG00000122692,SMU1,smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans),6,-1.2,12.3,8,-1.7,13.2,-1.4,23.9,0.00912,-2.5,-1
ENSG00000153044,CENPH,centromere protein H,10,-1.1,4.78,10,-2.3,22,-2.3,23.9,0.00912,-4,-1.5
ENSG00000187559,FOXD4L3,forkhead box D4-like 3,10,1.5,21.3,10,0.9,5.08,1.2,23.9,0.00912,0.5,2.2
ENSG00000141446,ESCO1,establishment of sister chromatid cohesion N-acetyltransferase 1,10,0.3,1.92,10,1.3,21.2,1.2,19.5,0.00912,0.5,1.9
ENSG00000075568,TMEM131,transmembrane protein 131,10,0.5,11.9,10,0.4,8.41,0.4,19.5,0.00912,0.3,0.7
ENSG00000103426,CORO7-PAM16,CORO7-PAM16 readthrough,5,-1,3.21,5,3.5,24.5,3.5,23.8,0.0093,2.9,6.9
ENSG00000133706,LARS,leucyl-tRNA synthetase,10,-1.9,19.5,10,-1.3,5.99,-1.7,23.8,0.0093,-2.5,-0.9
ENSG00000089009,RPL6,ribosomal protein L6,10,0.5,11.7,10,1.3,17.8,1.2,23.8,0.0093,0.6,1.8
ENSG00000111846,GCNT2,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)",10,-0.7,9.58,10,-0.5,10.3,-0.6,19.4,0.00935,-0.9,-0.3
ENSG00000101412,E2F1,E2F transcription factor 1,10,0.5,10,10,0.4,9.9,0.4,19.4,0.00935,0.3,0.7
ENSG00000130856,ZNF236,zinc finger protein 236,10,-1.6,1.58,10,-0.9,27.2,-1,25.1,0.00943,-1.9,-0.6
ENSG00000147050,KDM6A,lysine (K)-specific demethylase 6A,9,0.6,9.87,9,0.6,15.6,0.6,25.1,0.00943,0.4,0.9
ENSG00000115677,HDLBP,high density lipoprotein binding protein,10,-1.1,16.8,10,-0.5,9.27,-0.8,25.1,0.00943,-1.4,-0.4
ENSG00000064102,ASUN,asunder spermatogenesis regulator,10,0.1,0.0512,10,-2.9,26.9,-2.9,23.7,0.00953,-5,-2.1
ENSG00000069275,NUCKS1,nuclear casein kinase and cyclin-dependent kinase substrate 1,10,0.8,21,10,0.5,4.5,0.7,23.7,0.00953,0.4,1.1
ENSG00000127511,SIN3B,SIN3 transcription regulator family member B,10,-1.2,3.24,10,-2.2,22.3,-2.1,23.7,0.00953,-4,-1.4
ENSG00000233224,HIST1H2AM,"histone cluster 1, H2am",10,-0.8,5.34,10,-1,18.9,-0.9,23.7,0.00953,-1.5,-0.6
ENSG00000198612,COPS8,COP9 signalosome subunit 8,9,-0.6,10.1,9,-0.7,15.5,-0.6,25,0.00962,-1,-0.4
ENSG00000188846,RPL14,ribosomal protein L14,10,0.4,4.72,10,1.1,22.7,0.6,25,0.00962,0.3,1.4
ENSG00000213246,SUPT4H1,suppressor of Ty 4 homolog 1 (S. cerevisiae),10,0.4,3.11,10,0.8,23.6,0.8,25,0.00962,0.5,1.4
ENSG00000167118,URM1,ubiquitin related modifier 1,10,-1.4,15,10,-0.5,12.3,-0.5,25,0.00962,-1.3,-0.4
ENSG00000189139,FSCB,fibrous sheath CABYR binding protein,10,0,0,10,1.5,22.7,1.5,19.2,0.00991,0.5,3
ENSG00000099622,CIRBP,cold inducible RNA binding protein,10,0.9,7.57,10,1.5,18.5,1.4,23.5,0.01,0.8,2.2
ENSG00000101493,ZNF516,zinc finger protein 516,9,1.6,17,9,1.8,6.95,1.7,23.4,0.0103,1.2,2.9
ENSG00000154059,IMPACT,impact RWD domain protein,10,-0.2,0.725,10,3.4,27.2,3.4,23.4,0.0103,2.7,6
ENSG00000127804,METTL16,methyltransferase like 16,10,2.1,12.8,10,1.9,11.2,2,23.4,0.0103,1.1,3.1
ENSG00000175602,CCDC85B,coiled-coil domain containing 85B,10,1.6,24.6,10,0.1,0.359,1.5,23.4,0.0103,0.5,2.9
ENSG00000072274,TFRC,transferrin receptor,9,-2.5,15.1,9,-1.2,8,-2.5,19.1,0.0103,-4.8,-1.1
ENSG00000146457,WTAP,Wilms tumor 1 associated protein,10,0.9,9.74,10,2.2,14.8,2.1,19.1,0.0103,1.4,3.5
ENSG00000111011,RSRC2,arginine/serine-rich coiled-coil 2,10,-0.6,10.3,10,-0.8,9.56,-0.8,19.1,0.0103,-1.2,-0.4
ENSG00000029364,SLC39A9,"solute carrier family 39, member 9",10,0.7,12.5,10,0.6,12.6,0.6,24.6,0.0104,0.4,0.9
ENSG00000105618,PRPF31,pre-mRNA processing factor 31,9,-1.5,12.8,10,-0.8,14.6,-0.8,24.6,0.0104,-1.8,-0.6
ENSG00000120008,WDR11,WD repeat domain 11,10,-0.4,6.76,10,-0.6,19.5,-0.5,24.6,0.0104,-0.8,-0.3
ENSG00000217128,FNIP1,folliculin interacting protein 1,6,-0.6,11.8,6,-1.6,15.6,-1,23.3,0.0105,-2.1,-0.5
ENSG00000149292,TTC12,tetratricopeptide repeat domain 12,10,-1.3,3.93,10,-2.6,21.8,-2.6,23.3,0.0105,-5,-1.9
ENSG00000156983,BRPF1,"bromodomain and PHD finger containing, 1",10,1.1,14.3,10,0.6,12.8,1,24.5,0.0106,0.5,1.4
ENSG00000108055,SMC3,structural maintenance of chromosomes 3,9,-0.9,12,9,-1.3,8.52,-1,19,0.0106,-1.8,-0.7
ENSG00000171222,SCAND1,SCAN domain containing 1,9,1.3,18.2,9,0.8,5.87,1.2,23.2,0.0107,0.5,1.7
ENSG00000152234,ATP5A1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",10,-0.8,18.8,8,-0.8,4.74,-0.8,23.2,0.0107,-1.3,-0.5
ENSG00000115524,SF3B1,"splicing factor 3b, subunit 1, 155kDa",10,-1.1,4.43,10,-1.2,20.5,-1.1,24.4,0.0108,-1.6,-0.6
ENSG00000149474,CSRP2BP,CSRP2 binding protein,10,0.6,5.56,10,0.6,13.7,0.6,18.9,0.011,0.3,0.9
ENSG00000127445,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",10,-0.5,8.7,10,-0.5,10.6,-0.5,18.9,0.011,-0.9,-0.3
ENSG00000163041,H3F3A,"H3 histone, family 3A",10,-0.7,5.76,10,1.6,18.1,0.7,18.9,0.011,0.4,2.1
ENSG00000148843,PDCD11,programmed cell death 11,10,-1.1,13.3,10,-1.5,12.5,-1.4,24.3,0.0111,-2.2,-0.9
ENSG00000268482,AL160274.1,N/A,7,0.5,2.39,8,-1.9,27.4,-1.9,24.3,0.0111,-3,-1.3
ENSG00000136939,OR1L4,"olfactory receptor, family 1, subfamily L, member 4",10,-0.3,0.708,10,-1.9,27.3,-1.8,24.3,0.0111,-3,-0.7
ENSG00000101310,SEC23B,Sec23 homolog B (S. cerevisiae),10,0.6,12.1,10,0.5,13,0.6,24.3,0.0111,0.4,0.9
ENSG00000104897,SF3A2,"splicing factor 3a, subunit 2, 66kDa",10,-1,19.8,10,-1.2,3.84,-1,23,0.0111,-1.6,-0.6
ENSG00000163682,RPL9,ribosomal protein L9,8,0.8,13.8,8,2,15.1,1.9,23,0.0111,0.8,2.8
