#GeneID,Symbol,GeneInfo,# elements 1,casTLE Effect 1,casTLE Score 1,# elements 2,casTLE Effect 2,casTLE Score 2,Combo casTLE Effect,Combo casTLE Score,casTLE p-value,Minimum Effect Estimate,Maximum Effect Estimate
ENSG00000185271,KLHL33,kelch-like family member 33,10,-0.1,0.257,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000178645,C10ORF53,chromosome 10 open reading frame 53,10,-0.6,2.14,10,0.3,0.387,0,0,0.863,-1.9,1
ENSG00000125434,SLC25A35,"solute carrier family 25, member 35",10,0,0,10,0.1,0.0953,0,0,0.863,-1.5,1.4
ENSG00000196859,KRT39,keratin 39,10,0,0,10,-0.1,0.326,0,0,0.863,-1.5,1.5
ENSG00000134909,ARHGAP32,Rho GTPase activating protein 32,10,0,0,10,0,0,0,0,0.863,-1.6,1.5
ENSG00000188611,ASAH2,N-acylsphingosine amidohydrolase (non-lysosomal ceramidase) 2,10,0,0,10,0,0,0,0,0.863,-1.3,1.8
ENSG00000139636,LMBR1L,limb development membrane protein 1-like,10,0,0,10,0.1,0.187,0,0,0.863,-1.5,1.4
ENSG00000146233,CYP39A1,"cytochrome P450, family 39, subfamily A, polypeptide 1",10,0,0,10,0,0,0,0,0.863,-1.8,1.3
ENSG00000266208,CTD-2267D19.3,N/A,8,0.2,0.57,8,-0.3,0.455,0,0,0.863,-1.7,1.5
ENSG00000254550,OMP,olfactory marker protein,10,-0.1,0.109,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000268714,CTD-2287O16.3,N/A,2,0,0,2,0,0,0,0,0.863,-1.8,1.9
ENSG00000102910,LONP2,"lon peptidase 2, peroxisomal",10,-0.2,0.767,10,0,0,0,0,0.863,-2,0.9
ENSG00000115507,OTX1,orthodenticle homeobox 1,10,0,0,10,0,0,0,0,0.863,-1.2,1.8
ENSG00000109861,CTSC,cathepsin C,10,0,0,10,-0.2,0.342,0,0,0.863,-1.6,1.2
ENSG00000221855,TAS2R41,"taste receptor, type 2, member 41",10,-0.1,0.251,10,0,0,0,0,0.863,-2,0.9
ENSG00000108823,SGCA,"sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)",10,-0.1,0.0935,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000107593,PKD2L1,polycystic kidney disease 2-like 1,10,0.1,0.546,10,0,0,0,0,0.863,-1.6,1.3
ENSG00000170325,PRDM10,PR domain containing 10,10,0.3,0.634,10,0,0,0,0,0.863,-1,1.9
ENSG00000089116,LHX5,LIM homeobox 5,10,0,0,10,-1.2,1.58,0,0,0.863,-2,0.9
ENSG00000091129,NRCAM,neuronal cell adhesion molecule,10,0.3,0.439,10,0,0,0,0,0.863,-1.8,1.3
ENSG00000179028,RP11-363G10.2,N/A,2,-0.1,0.0211,2,0.1,0.0524,0,0,0.863,-1.8,1.9
ENSG00000107282,APBA1,"amyloid beta (A4) precursor protein-binding, family A, member 1",10,0,0,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000154380,ENAH,enabled homolog (Drosophila),10,0,0,10,0.1,0.225,0,0,0.863,-1.2,1.7
ENSG00000106089,STX1A,syntaxin 1A (brain),10,0,0,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000100852,ARHGAP5,Rho GTPase activating protein 5,10,0.1,0.255,10,0,0,0,0,0.863,-1.2,1.8
ENSG00000234560,OR10G8,"olfactory receptor, family 10, subfamily G, member 8",10,0,0,10,0,0,0,0,0.863,-1,2
ENSG00000110446,SLC15A3,"solute carrier family 15 (oligopeptide transporter), member 3",10,0,0,10,0,0,0,0,0.863,-1.6,1.6
ENSG00000197329,PELI1,pellino E3 ubiquitin protein ligase 1,10,-0.9,1.24,10,0,0,0,0,0.863,-2,0.5
ENSG00000184831,APOO,apolipoprotein O,10,0.1,0.116,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000187240,DYNC2H1,"dynein, cytoplasmic 2, heavy chain 1",10,-0.1,0.0433,10,0,0,0,0,0.863,-1.6,1.5
ENSG00000228835,AC012123.1,N/A,10,1.2,2.41,10,-0.1,0.109,0,0,0.863,-0.5,2
ENSG00000196604,POTEF,"POTE ankyrin domain family, member F",10,0.1,0.301,10,-0.1,0.202,0,0,0.863,-2,1
ENSG00000168594,ADAM29,ADAM metallopeptidase domain 29,10,0.3,0.541,10,-0.1,0.285,0,0,0.863,-1.3,1.6
ENSG00000115423,DNAH6,"dynein, axonemal, heavy chain 6",10,-0.3,1.71,10,0,0,0,0,0.863,-1.7,1.1
ENSG00000135324,MRAP2,melanocortin 2 receptor accessory protein 2,10,0.9,0.915,10,0,0,0,0,0.863,-0.9,2
ENSG00000109062,SLC9A3R1,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",10,0,0,10,0,0,0,0,0.863,-1.5,1.6
ENSG00000072201,LNX1,"ligand of numb-protein X 1, E3 ubiquitin protein ligase",9,0,0,9,0.2,0.573,0,0,0.863,-1.4,1.6
ENSG00000131089,ARHGEF9,Cdc42 guanine nucleotide exchange factor (GEF) 9,10,0.8,1.59,10,0,0,0,0,0.863,-0.7,2
ENSG00000133710,SPINK5,"serine peptidase inhibitor, Kazal type 5",10,-0.2,0.565,10,0.1,0.0158,0,0,0.863,-1.5,1.3
ENSG00000214248,AC010336.1,N/A,10,0,0,10,-0.1,0.0317,0,0,0.863,-1.8,1.2
ENSG00000205726,ITSN1,intersectin 1 (SH3 domain protein),10,0.9,1.72,10,-0.4,0.815,0,0,0.863,-1,2
ENSG00000265690,RP11-5A19.5,N/A,10,0,0,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000268133,AC003002.4,N/A,7,-0.1,0.234,7,0,0,0,0,0.863,-2,1.2
ENSG00000102805,CLN5,"ceroid-lipofuscinosis, neuronal 5",10,0,0,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000249319,AC068533.7,N/A,9,0.2,0.171,9,-0.3,0.38,0,0,0.863,-1.6,1.4
ENSG00000215527,AP005482.1,N/A,10,0,0,10,-0.2,0.121,0,0,0.863,-1.7,1.2
ENSG00000185888,PRSS38,"protease, serine, 38",10,0,0,10,0.2,0.904,0,0,0.863,-1.2,1.7
ENSG00000173578,XCR1,chemokine (C motif) receptor 1,10,0,0,10,-0.1,0.0125,0,0,0.863,-1.5,1.5
ENSG00000120586,MRC1,"mannose receptor, C type 1",8,-0.1,0.484,8,0,0,0,0,0.863,-1.7,1.5
ENSG00000114988,LMAN2L,"lectin, mannose-binding 2-like",10,0.1,0.14,10,0,0,0,0,0.863,-1.4,1.7
ENSG00000140367,UBE2Q2,ubiquitin-conjugating enzyme E2Q family member 2,8,0,0,9,-0.8,1.09,0,0,0.863,-2,0.8
ENSG00000261949,GFY,"golgi-associated, olfactory signaling regulator",10,0,0,10,-1,1.46,0,0,0.863,-2,0.7
ENSG00000119004,CYP20A1,"cytochrome P450, family 20, subfamily A, polypeptide 1",10,0.2,0.18,10,0,0,0,0,0.863,-0.9,1.9
ENSG00000197157,SND1,staphylococcal nuclease and tudor domain containing 1,10,0,0,10,0.6,0.69,0,0,0.863,-0.9,2
ENSG00000139648,KRT71,keratin 71,10,0.1,0.105,10,-0.1,0.248,0,0,0.863,-1.5,1.4
ENSG00000127838,PNKD,paroxysmal nonkinesigenic dyskinesia,10,0,0,10,0.1,0.341,0,0,0.863,-1.3,1.6
ENSG00000157911,PEX10,peroxisomal biogenesis factor 10,10,0,0,10,-0.4,0.692,0,0,0.863,-1.6,1.3
ENSG00000123178,SPRYD7,SPRY domain containing 7,10,0,0,10,-0.3,0.883,0,0,0.863,-1.8,1.1
ENSG00000114113,RBP2,"retinol binding protein 2, cellular",10,-0.1,0.0288,10,0,0,0,0,0.863,-1.6,1.5
ENSG00000176022,B3GALT6,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6",10,0.1,0.0395,10,0,0,0,0,0.863,-1.5,1.5
ENSG00000248710,RP11-432B6.3,N/A,5,-0.3,0.246,5,0,0,0,0,0.863,-2,1.4
ENSG00000160221,C21ORF33,chromosome 21 open reading frame 33,10,-0.9,2.06,10,0,0,0,0,0.863,-2,0.5
ENSG00000183111,ARHGEF37,Rho guanine nucleotide exchange factor (GEF) 37,10,0.2,1.56,10,-0.1,0.257,0,0,0.863,-1.2,1.6
ENSG00000171953,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,10,0.1,0.477,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000104497,SNX16,sorting nexin 16,10,0.1,0.224,10,-0.4,1.06,0,0,0.863,-1.7,1.2
ENSG00000100365,NCF4,"neutrophil cytosolic factor 4, 40kDa",10,0,0,10,0,0,0,0,0.863,-1.9,1
ENSG00000173227,SYT12,synaptotagmin XII,10,-0.7,0.753,10,0,0,0,0,0.863,-2,0.8
ENSG00000206549,PRSS50,"protease, serine, 50",10,0,0,10,0.1,0.112,0,0,0.863,-1.3,1.7
ENSG00000169605,GKN1,gastrokine 1,10,0,0,10,0.1,0.279,0,0,0.863,-1.5,1.5
ENSG00000132254,ARFIP2,ADP-ribosylation factor interacting protein 2,10,-0.1,0.466,10,0,0,0,0,0.863,-1.6,1.3
ENSG00000181761,OR8H3,"olfactory receptor, family 8, subfamily H, member 3",10,-0.1,0.537,10,0,0,0,0,0.863,-1.4,1.5
ENSG00000166130,IKBIP,IKBKB interacting protein,9,0,0,9,0,0,0,0,0.863,-1.5,1.5
ENSG00000100341,PNPLA5,patatin-like phospholipase domain containing 5,10,-0.3,0.293,10,0,0,0,0,0.863,-1.5,1.5
ENSG00000258875,CTD-2547L24.3,N/A,10,-0.2,0.717,10,0,0,0,0,0.863,-1.6,1.3
ENSG00000109667,SLC2A9,"solute carrier family 2 (facilitated glucose transporter), member 9",10,0.1,0.368,10,-0.2,0.737,0,0,0.863,-1.6,1.3
ENSG00000268484,AC087477.1,N/A,10,0,0,10,0,0,0,0,0.863,-1.3,1.6
ENSG00000261717,RP11-77K12.1,N/A,5,0.1,0.142,4,-0.1,0.382,0,0,0.863,-1.8,1.7
ENSG00000168411,RFWD3,ring finger and WD repeat domain 3,10,0.2,0.484,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000182240,BACE2,beta-site APP-cleaving enzyme 2,10,0.1,0.195,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000153832,FBXO36,F-box protein 36,10,-0.3,1.09,10,0,0,0,0,0.863,-1.7,1.1
ENSG00000106541,AGR2,anterior gradient 2,10,0,0,10,0.2,0.317,0,0,0.863,-1,1.9
ENSG00000174721,FGFBP3,fibroblast growth factor binding protein 3,10,0,0,10,-0.1,0.35,0,0,0.863,-1.6,1.4
ENSG00000269307,CTD-2278I10.6,N/A,5,-0.1,0.0683,5,0,0,0,0,0.863,-2,1.5
ENSG00000129158,SERGEF,secretion regulating guanine nucleotide exchange factor,10,0,0,10,0.1,0.0979,0,0,0.863,-0.9,2
ENSG00000177535,OR2B11,"olfactory receptor, family 2, subfamily B, member 11",9,-0.1,0.219,9,0,0,0,0,0.863,-1.5,1.6
ENSG00000205021,CCL3L1,chemokine (C-C motif) ligand 3-like 1,10,-0.3,1.51,10,0.1,0.065,0,0,0.863,-1.6,1.3
ENSG00000156234,CXCL13,chemokine (C-X-C motif) ligand 13,10,0.1,0.307,10,-0.2,0.321,0,0,0.863,-1.5,1.4
ENSG00000101871,MID1,midline 1,9,0,0,9,-1.3,2.11,0,0,0.863,-2,0.7
ENSG00000204613,TRIM10,tripartite motif containing 10,10,0,0,10,0.1,0.205,0,0,0.863,-1.3,1.6
ENSG00000184178,SCFD2,sec1 family domain containing 2,10,0,0,10,-0.1,0.0266,0,0,0.863,-1.6,1.5
ENSG00000171612,SLC25A33,"solute carrier family 25 (pyrimidine nucleotide carrier), member 33",10,0.1,0.059,10,-0.1,0.257,0,0,0.863,-1.6,1.4
ENSG00000125337,KIF25,kinesin family member 25,10,0,0,10,0,0,0,0,0.863,-1.5,1.6
ENSG00000268953,AC020952.1,N/A,10,0,0,10,0,0,0,0,0.863,-1.3,1.8
ENSG00000130734,ATG4D,"autophagy related 4D, cysteine peptidase",10,0,0,10,-0.4,1.21,0,0,0.863,-1.9,1
ENSG00000148158,SNX30,sorting nexin family member 30,10,0.8,0.67,10,-1.1,2.48,0,0,0.863,-2,1.2
ENSG00000206474,OR10C1,"olfactory receptor, family 10, subfamily C, member 1",10,-0.2,0.185,10,0,0,0,0,0.863,-1.7,1.3
ENSG00000077713,SLC25A43,"solute carrier family 25, member 43",10,0.1,0.0766,10,0,0,0,0,0.863,-1.2,1.8
ENSG00000229615,AC111200.1,N/A,1,0,0,1,0,0,0,0,0.863,-2,1.8
ENSG00000240247,DEFA1B,"defensin, alpha 1B",10,0,0,10,0,0,0,0,0.863,-1.6,1.5
ENSG00000185736,ADARB2,"adenosine deaminase, RNA-specific, B2 (non-functional)",10,0,0,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000116218,NPHS2,"nephrosis 2, idiopathic, steroid-resistant (podocin)",10,0,0,10,0,0,0,0,0.863,-1.8,1.3
ENSG00000144283,PKP4,plakophilin 4,10,0,0,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000158882,TOMM40L,translocase of outer mitochondrial membrane 40 homolog (yeast)-like,10,0,0,10,0,0,0,0,0.863,-1.5,1.6
ENSG00000099814,CEP170B,centrosomal protein 170B,10,0,0,10,-0.1,0.24,0,0,0.863,-1.6,1.4
ENSG00000100106,TRIOBP,TRIO and F-actin binding protein,10,0.5,1.58,10,0,0,0,0,0.863,-0.7,2
ENSG00000211895,IGHA1,immunoglobulin heavy constant alpha 1,10,-0.2,0.249,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000181908,AP003774.4,N/A,10,0,0,10,0.2,0.622,0,0,0.863,-0.9,2
ENSG00000107438,PDLIM1,PDZ and LIM domain 1,10,-1.2,1.38,10,0,0,0,0,0.863,-2,1.2
ENSG00000159173,TNNI1,"troponin I type 1 (skeletal, slow)",10,-0.1,0.104,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000168530,MYL1,"myosin, light chain 1, alkali; skeletal, fast",9,-0.1,0.513,9,0,0,0,0,0.863,-1.6,1.4
ENSG00000175911,AC127496.1,N/A,10,0,0,10,0,0,0,0,0.863,-1.6,1.6
ENSG00000085788,DDHD2,DDHD domain containing 2,10,0,0,10,0.1,0.0529,0,0,0.863,-1.3,1.7
ENSG00000232869,TRBV29-1,T cell receptor beta variable 29-1,10,-0.3,1.57,10,0.3,0.243,0,0,0.863,-0.8,1.9
ENSG00000196758,AC079612.1,N/A,9,0,0,9,0,0,0,0,0.863,-1.4,1.7
ENSG00000170775,GPR37,G protein-coupled receptor 37 (endothelin receptor type B-like),10,0,0,10,0.1,0.603,0,0,0.863,-1.5,1.5
ENSG00000172320,OR5A1,"olfactory receptor, family 5, subfamily A, member 1",10,0,0,10,0,0,0,0,0.863,-1.7,1.3
ENSG00000214732,RP1-139D8.6,N/A,10,0,0,10,0,0,0,0,0.863,-1.4,1.5
ENSG00000175874,CREG2,cellular repressor of E1A-stimulated genes 2,10,0,0,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000077522,ACTN2,"actinin, alpha 2",10,0,0,10,0.2,0.244,0,0,0.863,-1,1.9
ENSG00000140983,RHOT2,ras homolog family member T2,10,0,0,10,0,0,0,0,0.863,-1.6,1.5
ENSG00000131152,RP11-178L8.4,N/A,5,0,0,5,-0.1,0.268,0,0,0.863,-1.8,1.6
ENSG00000130598,TNNI2,"troponin I type 2 (skeletal, fast)",10,0.5,1.22,10,0,0,0,0,0.863,-1.3,1.8
ENSG00000178226,PRSS36,"protease, serine, 36",10,0.1,0.0514,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000211747,TRBV20-1,T cell receptor beta variable 20-1,10,0,0,10,0.1,0.0341,0,0,0.863,-1.3,1.8
ENSG00000115944,COX7A2L,cytochrome c oxidase subunit VIIa polypeptide 2 like,10,0,0,10,0.1,0.0364,0,0,0.863,-1.5,1.4
ENSG00000166391,MOGAT2,monoacylglycerol O-acyltransferase 2,10,0,0,10,0,0,0,0,0.863,-1.2,1.9
ENSG00000272297,RP11-215A19.2,N/A,9,0,0,9,-1,2.9,0,0,0.863,-2,0.7
ENSG00000168077,SCARA3,"scavenger receptor class A, member 3",10,0.2,0.444,10,0,0,0,0,0.863,-1.5,1.6
ENSG00000137501,SYTL2,synaptotagmin-like 2,10,-0.1,0.214,10,0,0,0,0,0.863,-1.2,1.7
ENSG00000142330,CAPN10,calpain 10,10,0,0,10,0,0,0,0,0.863,-1.4,1.8
ENSG00000174483,BBS1,Bardet-Biedl syndrome 1,5,0.1,0.109,5,0,0,0,0,0.863,-1.5,1.9
ENSG00000129009,ISLR,immunoglobulin superfamily containing leucine-rich repeat,10,0,0,10,0,0,0,0,0.863,-1.5,1.7
ENSG00000255038,RP11-1167A19.2,N/A,9,0.1,0.289,9,-0.4,0.487,0,0,0.863,-1.7,1.4
ENSG00000147378,FATE1,fetal and adult testis expressed 1,9,0.1,0.119,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000173273,TNKS,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",10,0,0,10,0,0,0,0,0.863,-1.5,1.4
ENSG00000137486,ARRB1,"arrestin, beta 1",10,0,0,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000162300,ZFPL1,zinc finger protein-like 1,10,0.1,0.00459,10,-0.1,0.0386,0,0,0.863,-1.8,1.1
ENSG00000134830,C5AR2,complement component 5a receptor 2,10,-0.1,0.458,10,0,0,0,0,0.863,-1.7,1.3
ENSG00000137563,GGH,"gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)",9,0,0,9,0,0,0,0,0.863,-1.4,1.8
ENSG00000184459,BPIFC,BPI fold containing family C,10,0.8,0.598,10,0,0,0,0,0.863,-1,2
ENSG00000158014,SLC30A2,"solute carrier family 30 (zinc transporter), member 2",10,0,0,10,0,0,0,0,0.863,-1.9,1.1
ENSG00000267706,CTD-2105E13.6,N/A,10,0,0,10,0,0,0,0,0.863,-1.9,1.1
ENSG00000211855,TRAJ34,T cell receptor alpha joining 34,2,0,0,2,0.1,0.195,0,0,0.863,-1.7,2
ENSG00000087206,UIMC1,ubiquitin interaction motif containing 1,10,0,0,10,-1.1,2.21,0,0,0.863,-2,0.8
ENSG00000092871,RFFL,ring finger and FYVE-like domain containing E3 ubiquitin protein ligase,10,-0.4,0.51,10,0,0,0,0,0.863,-1.7,1.1
ENSG00000173171,MTX1,metaxin 1,10,0,0,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000179253,RP11-429E11.3,N/A,10,0,0,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000054523,KIF1B,kinesin family member 1B,10,-0.1,0.0176,10,0,0,0,0,0.863,-1.8,1.1
ENSG00000231360,AL592284.1,N/A,9,0,0,9,0.3,0.717,0,0,0.863,-0.8,2
ENSG00000242013,USP27X,"ubiquitin specific peptidase 27, X-linked",10,-0.3,0.131,10,0,0,0,0,0.863,-1.8,0.9
ENSG00000005893,LAMP2,lysosomal-associated membrane protein 2,10,0,0,10,-0.1,0.262,0,0,0.863,-1,1.9
ENSG00000139641,ESYT1,extended synaptotagmin-like protein 1,10,0,0,10,0.1,0.131,0,0,0.863,-1.9,1.2
ENSG00000137558,PI15,peptidase inhibitor 15,10,-0.7,0.863,10,0,0,0,0,0.863,-2,0.7
ENSG00000119682,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1,10,0,0,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000164816,DEFA5,"defensin, alpha 5, Paneth cell-specific",10,0.5,0.196,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000160293,VAV2,vav 2 guanine nucleotide exchange factor,9,-0.2,0.804,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000164199,GPR98,G protein-coupled receptor 98,10,0,0,10,0,0,0,0,0.863,-1.4,1.7
ENSG00000181035,SLC25A42,"solute carrier family 25, member 42",10,0.2,0.404,10,-0.2,0.768,0,0,0.863,-1.7,1.4
ENSG00000143333,RGS16,regulator of G-protein signaling 16,10,-0.1,0.154,10,0,0,0,0,0.863,-1.5,1.4
ENSG00000006210,CX3CL1,chemokine (C-X3-C motif) ligand 1,10,-0.1,0.123,10,0,0,0,0,0.863,-1.8,1.1
ENSG00000170743,SYT9,synaptotagmin IX,10,-0.1,0.0836,10,0,0,0,0,0.863,-1.1,1.8
ENSG00000185933,CALHM1,calcium homeostasis modulator 1,10,0,0,10,0,0,0,0,0.863,-1.8,1.2
ENSG00000138642,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,10,-0.2,1.37,10,0,0,0,0,0.863,-1.8,1.1
ENSG00000186150,UBL4B,ubiquitin-like 4B,10,-0.2,1.18,10,0,0,0,0,0.863,-1.9,1
ENSG00000172318,B3GALT1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1",10,0,0,10,-0.1,0.324,0,0,0.863,-1.5,1.5
ENSG00000147465,STAR,steroidogenic acute regulatory protein,10,0,0,10,0,0,0,0,0.863,-1.7,1.3
ENSG00000155849,ELMO1,engulfment and cell motility 1,10,0,0,10,0,0,0,0,0.863,-1.2,1.8
ENSG00000167580,AQP2,aquaporin 2 (collecting duct),10,0,0,10,-0.1,0.225,0,0,0.863,-1.8,1.1
ENSG00000141447,OSBPL1A,oxysterol binding protein-like 1A,10,0,0,10,-0.2,0.641,0,0,0.863,-1.9,1
ENSG00000186185,KIF18B,kinesin family member 18B,10,-0.1,0.0376,10,0,0,0,0,0.863,-1.5,1.5
ENSG00000177462,OR2T8,"olfactory receptor, family 2, subfamily T, member 8",9,0,0,9,0,0,0,0,0.863,-1.7,1.5
ENSG00000107819,SFXN3,sideroflexin 3,10,0,0,10,0,0,0,0,0.863,-1.1,1.9
ENSG00000168615,ADAM9,ADAM metallopeptidase domain 9,10,0.1,0.129,10,-0.1,0.0819,0,0,0.863,-1.1,1.9
ENSG00000204116,CHIC1,cysteine-rich hydrophobic domain 1,10,-0.1,0.0103,10,0.2,0.456,0,0,0.863,-1.5,1.4
ENSG00000099377,HSD3B7,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",4,0,0,4,0,0,0,0,0.863,-1.9,1.7
ENSG00000165028,NIPSNAP3B,nipsnap homolog 3B (C. elegans),10,-0.1,0.00379,10,0,0,0,0,0.863,-1.5,1.5
ENSG00000050426,LETMD1,LETM1 domain containing 1,10,-0.1,0.427,10,0,0,0,0,0.863,-1.3,1.7
ENSG00000147234,FRMPD3,FERM and PDZ domain containing 3,10,0,0,10,-1,2.75,0,0,0.863,-2,0.7
ENSG00000254402,LRRC24,leucine rich repeat containing 24,10,0,0,10,-0.2,0.377,0,0,0.863,-1.7,1.2
ENSG00000185825,BCAP31,B-cell receptor-associated protein 31,10,0,0,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000140022,STON2,stonin 2,9,0,0,9,-0.1,0.0899,0,0,0.863,-1.8,1.2
ENSG00000067715,SYT1,synaptotagmin I,10,0,0,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000138308,PLA2G12B,"phospholipase A2, group XIIB",9,-0.1,0.119,9,0.1,0.193,0,0,0.863,-1.6,1.5
ENSG00000095596,CYP26A1,"cytochrome P450, family 26, subfamily A, polypeptide 1",10,0,0,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000179364,PACS2,phosphofurin acidic cluster sorting protein 2,10,0.4,0.156,10,0.1,0.118,0,0,0.863,-0.8,1.9
ENSG00000170790,OR10A2,"olfactory receptor, family 10, subfamily A, member 2",10,0,0,10,0.1,0.075,0,0,0.863,-1.7,1.4
ENSG00000268076,AC087239.1,N/A,4,0.1,0.277,4,0,0,0,0,0.863,-1.6,1.9
ENSG00000162688,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",10,0,0,10,0,0,0,0,0.863,-2,1
ENSG00000136247,ZDHHC4,"zinc finger, DHHC-type containing 4",10,-0.2,0.0501,10,0,0,0,0,0.863,-1.7,1.2
ENSG00000198836,OPA1,optic atrophy 1 (autosomal dominant),9,-0.1,0.000251,9,0.3,0.415,0,0,0.863,-1.4,1.6
ENSG00000175567,UCP2,"uncoupling protein 2 (mitochondrial, proton carrier)",10,0.1,0.137,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000116793,PHTF1,putative homeodomain transcription factor 1,10,0,0,10,0,0,0,0,0.863,-1.6,1.3
ENSG00000224474,AL355490.1,N/A,6,-0.1,0.065,6,0,0,0,0,0.863,-1.7,1.7
ENSG00000237441,RGL2,ral guanine nucleotide dissociation stimulator-like 2,10,0,0,10,-0.1,0.11,0,0,0.863,-1.5,1.5
ENSG00000087008,ACOX3,"acyl-CoA oxidase 3, pristanoyl",10,-0.1,0.0537,10,0,0,0,0,0.863,-1.5,1.6
ENSG00000179454,KLHL28,kelch-like family member 28,10,0,0,10,0,0,0,0,0.863,-1.7,1.4
ENSG00000144290,SLC4A10,"solute carrier family 4, sodium bicarbonate transporter, member 10",10,0,0,10,0,0,0,0,0.863,-1.7,1.5
ENSG00000114805,PLCH1,"phospholipase C, eta 1",10,-0.1,0.0351,10,0,0,0,0,0.863,-1.7,1.2
ENSG00000267976,AP000695.1,N/A,10,0.1,0.294,10,0,0,0,0,0.863,-1.4,1.6
ENSG00000175336,APOF,apolipoprotein F,10,0,0,10,0.2,0.813,0,0,0.863,-1.2,1.7
ENSG00000196832,OR11G2,"olfactory receptor, family 11, subfamily G, member 2",10,0,0,10,0,0,0,0,0.863,-1.6,1.4
ENSG00000205707,LYRM5,LYR motif containing 5,5,0,0,5,0,0,0,0,0.863,-1.5,1.9
ENSG00000171401,KRT13,keratin 13,10,0.1,0.891,10,-0.1,0.156,0,0,0.863,-1.2,1.8
ENSG00000186306,OR10T2,"olfactory receptor, family 10, subfamily T, member 2",10,0.1,0.224,10,-0.9,1.45,0,0,0.863,-2,0.8
ENSG00000211714,TRBV7-3,T cell receptor beta variable 7-3,10,0.1,0.342,10,0,0,0,0,0.863,-1.2,1.8
ENSG00000258417,OC90,otoconin 90,10,-0.1,0.301,10,0,0,0,0,0.863,-1.7,1.2
ENSG00000214530,STARD10,StAR-related lipid transfer (START) domain containing 10,10,0,0,10,-0.1,0.103,0,0,0.863,-1.7,1.4
ENSG00000059145,UNKL,unkempt family zinc finger-like,10,-0.1,0.232,10,0,0,0,0,0.863,-1.1,1.9
ENSG00000268509,AC026202.1,N/A,6,0.1,0.031,6,0,0,0,0,0.863,-1.5,1.9
ENSG00000182329,AC079354.1,N/A,10,-0.2,0.438,10,0.1,0.54,0,0,0.863,-1.3,1.6
ENSG00000176893,OR51G2,"olfactory receptor, family 51, subfamily G, member 2",10,0.1,0.179,10,0,0,0,0,0.863,-1.5,1.5
ENSG00000155660,PDIA4,"protein disulfide isomerase family A, member 4",10,0,0,10,-0.1,0.249,0,0,0.863,-1.7,1.2
ENSG00000162736,NCSTN,nicastrin,10,-0.2,0.525,10,0,0,0,0,0.863,-1.7,1.2
ENSG00000187701,OR2T27,"olfactory receptor, family 2, subfamily T, member 27",10,0,0,10,-0.8,0.769,0,0,0.863,-2,1
ENSG00000233502,AC104794.4,N/A,10,0,0,10,-0.2,0.288,0,0,0.863,-1.9,1
ENSG00000211944,IGHV3-16,immunoglobulin heavy variable 3-16 (non-functional),10,0,0,10,0.1,0.0998,0,0,0.863,-1,2
ENSG00000185982,DEFB128,"defensin, beta 128",8,0.3,0.318,8,0,0,0,0,0.863,-1.1,2
ENSG00000114374,USP9Y,"ubiquitin specific peptidase 9, Y-linked",10,0.1,0.0202,10,-0.8,0.713,0,0,0.863,-2,0.7
ENSG00000269554,AL590822.2,N/A,10,0,0,10,0,0,0,0,0.863,-1.6,1.6
