Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
RGS19,7.84898,1.183823,1.568888,2.147353736,8.652597237
RGS20,3.374141,NA,NA,2.867777036,2.928907779
RGS2,2.115355,NA,NA,1.938848466,0.784477148
RGS3,1.844292,1.064937,0.6868344,7.766092178,1.952434655
RGS4,0.6566751,NA,NA,NA,NA
RGS5,NA,6.335483,NA,NA,2.358751182
RGS7,3.800939,0.6880986,0.8003694,1.888155429,0.770629551
RGS9,6.405375,NA,NA,NA,NA
RHBDD1,30.13991,0.4691842,1.12786,18.2357603,4.972123675
RHBDD2,NA,NA,91.62456,78.03742585,5.194733079
RHBDD3,13.24126,36.58069,13.21668,8.041157812,2.556575335
RHBDF1,9.936903,2.812804,2.157173,3.494639078,47.97432844
RHBDF2,11.78002,3.055162,2.460417,4.350883341,2.539996901
RHBDL1,89.52347,11.51458,5.995712,5.890512317,2.332617994
RHBDL3,11.68672,0.9085803,1.305018,2.064584638,10.22992176
RHEBL1,16.64122,1.26492,NA,NA,42.6976898
RHEB,29.81165,2.081592,4.262107,102.9279492,10.79758581
RHNO1,5.526485,0.7782408,0.9942615,4.275525995,2.712705983
RHOA,NA,28.53536,76.2328,NA,65.62770547
RHOBTB1,4.399914,0.217403,0.1346148,1.896281711,4.675753343
RHOBTB2,4.376848,0.641528,0.2672792,2.160248856,2.698079015
RHOBTB3,3.783337,NA,0.1370441,2.442006727,4.167189665
RHOB,1.009552,0.2447534,NA,0.841692974,1.424989829
RHOC,NA,26.84821,13.65211,NA,29.44902153
RHOF,14.8971,1.728589,1.686864,4.979260492,1.780018162
RHOG,5.819602,1.308082,1.566938,3.849118713,2.149353875
RHOQ,8.232474,0.8864067,0.9821274,3.507256998,6.190809467
RHOT1,10.74821,0.6895029,0.4842767,3.157159746,8.228504702
RHOT2,9.184937,2.877128,2.774209,3.521637228,10.54048532
RHOU,6.95031,NA,NA,18.97985118,2.633967645
RHOV,2.155823,1.168378,1.092257,2.690526854,NA
RHPN1,4.987932,0.3244062,0.32371,0.261835409,5.553793633
RHPN2,5.382794,NA,0.2250021,5.375148436,5.307090463
RIBC1,1.954874,4.641123,1.68699,NA,1.437379315
RIBC2,49.7219,2.649776,2.267429,16.51056926,1.000380128
RIC1,13.2022,0.2556699,0.5709358,7.333962834,5.894731307
RIC8A,13.92226,2.729349,3.743756,10.22344583,3.405064132
RIC8B,7.006633,0.3782139,0.1828283,8.74955413,2.647591057
RICTOR,10.54451,NA,NA,2.068280656,4.255382419
RIDA,114.3111,2.562552,7.539286,NA,6.571861725
RIF1,4.63891,NA,NA,2.238143669,4.854967064
RILPL1,17.89675,1.308118,2.115264,6.657050199,4.942403056
RILPL2,18.47721,6.144651,5.014104,55.56146007,8.092769384
RIMKLA,24.33355,0.6213153,0.9146801,12.85043721,208.9647486
RIMKLB,12.29883,0.6969887,0.5228749,10.61288162,5.096962027
RIMS2,8.299296,NA,NA,NA,3.494651013
RIMS3,51.51106,0.7419643,1.868294,1.461173312,NA
RIMS4,24.91729,2.720654,4.225519,29.80458598,14.36323291
RIN1,NA,NA,NA,NA,0.45170437
RIN2,4.681258,NA,NA,2.082422509,1.108201858
RIN3,5.608134,1.070834,0.7825319,2.536213027,1.889514195
RINL,NA,6.687296,NA,NA,NA
RINT1,7.027997,0.6698189,0.4686492,4.810420205,7.068120117
RIOK1,3.979011,0.1404119,0.3361502,3.566955169,5.535022893
RIOK2,3.73586,NA,NA,2.42497176,2.133018027
RIOK3,7.447774,0.4431616,0.8044528,5.689134502,14.16609675
RIOX2,5.789882,0.4935488,0.5876267,4.390558907,2.462180662
RIPK1,6.547221,0.2436863,0.3533695,6.513758193,0.655778227
RIPK2,3.977191,0.2273177,0.7903364,8.211745046,3.04757347
RIPK4,3.256233,0.3186153,0.2623177,2.308320581,1.445021382
RIPPLY2,10.34084,NA,NA,NA,NA
RIPPLY3,41.44242,NA,NA,NA,NA
RIT1,356.0142,1.125791,1.536166,134.0600122,3.412940074
RITA1,4.731823,1.62307,1.948878,4.117773247,5.105779783
RLF,6.096861,NA,NA,2.928698209,3.564887106
RLIM,1.729352,NA,NA,1.708096397,4.53813922
RLN2,21.44031,1.959716,NA,NA,NA
RMDN1,10.5141,1.760662,1.85649,3.573125836,6.332110418
RMDN2,9.846152,NA,NA,NA,2.27279303
RMDN3,23.93737,3.140571,3.972906,12.73895842,5.035945934
RMI1,3.515641,NA,NA,1.32936435,1.082715476
RMI2,18.42794,1.73767,2.109433,7.180157853,10.65992285
RMND1,4.511805,0.6458437,0.8958635,6.218790843,3.043311504
RMND5A,12.88243,1.892685,1.842434,22.90203479,3.800886602
RMND5B,9.709129,0.9703634,1.444497,3.330696582,3.963413358
RNASE4,13.74119,NA,5.256066,185.6621996,7.491493735
RNASEH1,5.224988,0.5700501,0.7320111,2.8606759,2.460119172
RNASEH2A,NA,NA,NA,NA,12.01318964
RNASEH2B,NA,1.549996,2.28038,6.141203068,6.286384335
RNASEH2C,18.57641,7.420512,14.39813,12.64745845,15.90882484
RNASEK,NA,NA,NA,NA,6.560236657
RNASEL,9.222949,NA,0.4627453,14.87195324,2.670578552
RNASET2,144.8111,9.026005,12.03513,16.14339126,9.308144389
RND1,4.148954,0.335473,1.458911,7.19549897,2.660689196
RND2,NA,24.75661,71.60475,48.43538228,4.141817376
RND3,0.4894271,NA,NA,0.771142471,1.130632256
RNF103,3.111543,NA,NA,2.203646871,1.68146026
RNF10,25.50341,2.239141,3.890872,11.99957727,8.809042919
RNF111,4.586179,NA,NA,3.521547319,3.258927178
RNF112,NA,NA,NA,NA,2.23681808
RNF113A,2.172326,0.6054705,0.602194,2.80618678,1.416281075
RNF114,9.296057,1.042082,1.22678,7.917548265,5.645328792
RNF115,12.01867,0.8235642,0.9448852,5.026307688,4.088094071
RNF11,8.075356,0.3720875,0.4670911,29.19507772,3.601386062
RNF121,232.3914,2.349949,3.903837,11.51998679,9.077910149
RNF122,6.116474,0.7717385,0.5858319,10.98721002,5.480209461
RNF123,33.30873,2.401444,2.093912,6.139946176,5.729939701
RNF125,13.21725,0.129955,0.346526,4.534847174,2.334705828
RNF126,7.642475,3.91342,2.823336,3.969938178,5.181468979
RNF128,6.064347,NA,0.4106598,2.821929618,1.643364555
RNF130,NA,3.947303,5.441736,123.6521866,6.847165626
RNF135,4.368592,0.5143987,0.6360333,2.55800211,1.573755031
RNF138,4.298262,NA,NA,3.20056033,4.577112942
RNF139,2.509385,NA,NA,1.602184858,1.900453104
RNF13,12.69766,0.26661,0.5750625,25.73604763,3.768338749
RNF141,11.2322,0.7311862,5.128702,6.299155527,5.062163766
RNF144A,12.90673,0.488316,0.3152208,2.858462086,4.961051933
RNF144B,1.754919,NA,NA,NA,NA
RNF145,11.0617,0.74695,0.523979,12.84872606,5.257366712
RNF146,6.071541,NA,0.3476003,5.561766134,1.540184492
RNF149,5.319095,0.2662816,0.3464775,2.722941373,3.976664053
RNF14,13.35198,0.4155741,0.7236306,11.31772092,4.503015511
RNF150,4.519636,NA,0.3003625,5.759745139,4.195314522
RNF152,NA,NA,NA,1.42739429,NA
RNF157,11.70151,0.8159394,0.6935219,3.122487266,3.466257152
RNF165,NA,NA,NA,NA,2.179245062
RNF166,8.26813,2.493635,2.491314,3.685114529,3.215792377
RNF167,1793.415,18.97032,NA,NA,7.921532772
RNF168,3.196754,NA,NA,4.611767505,2.905576495
RNF169,4.94971,NA,NA,2.189613097,21.80661219
RNF170,11.23461,0.4096677,3.373275,5.833116314,2.122320594
RNF181,183.6671,20.57041,30.06681,NA,66.50873032
RNF182,2.244132,NA,NA,1.032044292,1.298746306
RNF185,28.24641,0.6666247,0.9089719,11.17409739,3.877254304
RNF187,NA,NA,1224.821,NA,3.073162248
RNF19A,3.018769,NA,NA,1.683270926,2.8942626
RNF19B,5.850911,0.4511789,0.8717738,4.13154246,3.883362202
RNF207,3.164882,NA,0.7892648,1.489925572,0.609840602
RNF208,NA,0.6593963,1.118295,3.429241009,8.413889103
RNF20,9.311776,0.4771571,0.6855837,5.076942378,6.506854605
RNF213,11.91982,0.2218731,0.4833094,2.037982158,5.698821834
RNF214,19.3602,0.9931249,1.279277,7.59719107,5.926899327
RNF215,27.8474,4.69207,4.874416,3.778567979,15.4386192
RNF216,4.446705,0.3880333,0.3608019,3.192859335,4.721190237
RNF217,1.988879,NA,NA,2.057808618,2.663530184
RNF219,3.432507,NA,NA,2.352983394,2.211826057
RNF220,9.562862,2.791487,3.109277,13.69452583,2.8933028
RNF24,NA,NA,0.2881152,1.627441421,8.574038133
RNF25,6.135131,2.205226,2.769351,12.65463019,3.140043167
RNF26,4.219424,1.002274,1.185572,4.353591523,1.859523186
RNF2,6.324054,NA,NA,4.863387459,3.23804416
RNF31,7.702602,1.040074,1.093873,3.376337379,3.649385469
RNF34,9.531498,0.8422427,0.7837339,4.55766754,2.645331449
RNF38,6.778129,NA,NA,5.636110945,3.049686117
RNF40,21.74332,3.846949,4.616086,8.472266954,3.932591036
RNF41,41.53172,1.182177,1.539434,10.21191395,3.559620901
RNF43,3.164758,NA,NA,3.135205615,1.562974493
RNF44,22.88116,2.030697,1.924153,11.36379319,7.016147595
RNF4,5.470172,0.2086626,0.6206847,10.0325435,2.77552408
RNF6,2.855974,NA,NA,2.75959045,2.486219361
RNF7,14.87099,3.430628,4.08866,14.4350093,4.919356523
RNF8,25.5995,1.502721,1.980254,31.55901975,6.634445815
RNFT1,11.89105,0.5022259,1.022324,5.950172804,4.217482628
RNFT2,23.42165,3.240329,7.131058,NA,1.864191147
RNGTT,3.916691,NA,NA,2.934501672,3.377371484
RNMT,12.59263,0.3039703,NA,5.653631086,15.98096193
RNPC3,7.839074,NA,NA,3.076329326,5.711811208
RNPEPL1,15.62738,5.100174,3.164165,5.309538283,5.382206449
RNPEP,NA,81.49661,52.70008,NA,5.399136666
RNPS1,14.57076,3.93413,4.716788,14.04218448,8.860615294
ROBO1,4.611209,NA,NA,2.05568711,5.639622898
ROBO2,6.324336,0.5747084,0.5256176,1.941555069,2.753134592
ROBO3,NA,11.26578,7.857992,6.004058278,6.82419978
ROCK1,4.487996,NA,NA,1.948813495,4.711246122
ROCK2,2.043967,NA,NA,0.553053337,1.667363861
ROGDI,16.10563,10.66661,75.67553,16.82488576,NA
ROM1,7.744794,11.2312,14.75651,NA,NA
ROMO1,NA,NA,NA,NA,19.07653057
ROR1,3.430996,NA,NA,1.663454758,0.950226051
ROR2,6.405314,0.7699793,NA,4.457111143,2.679066357
RORA,21.20784,NA,0.6178243,132.6137865,43.57268033
RORB,5.390674,NA,NA,NA,NA
RP1L1,1.308998,NA,NA,1.311628068,0.901965922
RP2,6.593997,NA,NA,10.94067509,2.502191757
RP9,5.341669,1.593367,2.124898,10.91426287,3.174809444
RPA1,NA,4.745483,7.963161,88.75455926,11.65685699
RPA2,29.47422,2.761771,3.56886,65.21507837,4.151026358
RPA3,53.63926,8.818578,32.9298,121.6221628,7.287192029
RPA4,NA,NA,NA,NA,12.36381019
RPAIN,261.5148,4.192125,4.382419,37.52967176,12.28956206
RPAP1,361.8034,3.583104,4.212155,9.242186648,7.813448718
RPAP2,7.886347,0.5188983,0.4651722,6.230294577,2.685610137
RPAP3,7.591015,NA,0.1909324,2.984951469,8.714173791
RPE,105.0718,1.432897,3.770605,15.63276023,168.3789121
RPF1,7.083051,0.6860687,0.880774,14.82502325,4.372814284
RPF2,8.16134,0.6294391,0.541403,15.39369952,5.730803069
RPGRIP1L,13.8133,1.171182,5.146426,4.497388116,4.318247811
RPGRIP1,NA,NA,NA,1.314196556,NA
RPGR,6.937337,NA,0.7463153,2.380856888,9.384065061
RPIA,12.06166,2.750737,2.829634,6.894093747,10.05602193
RPL10A,9.177489,9.642672,13.95687,65.06357255,12.27766661
RPL10,NA,NA,NA,NA,23.50160307
RPL11,NA,84.47457,NA,NA,158.280893
RPL12,61.03365,143.928,NA,NA,58.70180654
RPL13A,NA,NA,NA,NA,28.73814339
RPL13,NA,NA,NA,NA,50.57670279
RPL14,NA,23.6485,NA,NA,NA
RPL15,NA,NA,NA,NA,14.19285099
RPL18A,NA,NA,NA,NA,121.8613304
RPL18,NA,NA,NA,NA,39.89065951
RPL19,NA,NA,NA,NA,13.26841972
RPL22L1,4.332702,0.9455904,0.493315,4.256909674,6.123161441
RPL22,NA,NA,NA,NA,2.861205781
RPL23A,67.67876,18.374,16.44638,NA,23.02035486
RPL23,NA,NA,NA,NA,20.82484276
RPL24,NA,NA,NA,NA,36.39113056
RPL26L1,60.34487,12.64159,8.695738,31.98104751,4.828808757
RPL26,NA,NA,NA,NA,139.4413728
RPL28,NA,NA,266.465,NA,13.47138905
RPL29,NA,NA,NA,NA,16.50667173
RPL30,NA,NA,NA,NA,16.79643231
RPL31,NA,NA,NA,NA,101.190113
RPL32,NA,NA,NA,NA,33.68539456
RPL34,NA,NA,NA,NA,35.68983819
RPL35A,NA,NA,NA,NA,65.70592796
RPL35,NA,NA,NA,NA,16.57878553
RPL36A-HNRNPH2,50.64066,6.743919,0.2397359,NA,1.031071042
RPL36AL,5.79897,1.674088,2.162289,13.46025959,5.61108086
RPL36A,3.705707,NA,NA,NA,1.178120316
RPL37A,NA,NA,NA,NA,27.52767488
RPL37,NA,NA,NA,NA,17.42235438
RPL38,NA,NA,NA,NA,25.483109
RPL39L,NA,6.225883,6.66742,29.18911185,17.78162317
RPL3,NA,NA,54.32392,NA,NA
RPL4,60.3256,10.80236,15.6258,94.41586545,17.90046933
RPL5,NA,30.0528,1506.687,NA,21.23418382
RPL6,NA,19.9683,129.5165,NA,14.85915305
RPL7A,NA,NA,NA,NA,29.17465375
RPL7L1,5.701611,0.6042275,0.9381078,6.923357059,2.456384014
RPL8,NA,NA,NA,NA,25.12140877
RPL9,NA,NA,NA,NA,95.51852223
RPLP0,NA,NA,NA,NA,27.91732539
RPLP1,NA,NA,NA,NA,28.44945657
RPLP2,NA,NA,NA,NA,10.10355207
RPN1,NA,NA,97.45976,NA,21.97248597
RPN2,43.92472,9.706869,23.74123,17.05810385,10.8119963
RPP14,2.935009,NA,0.2414732,2.185618584,1.677978226
RPP25L,4.597693,2.751566,3.900179,4.652935355,3.410314041
RPP25,0.7839272,1.781042,1.742191,2.225036265,1.372589363
RPP30,100.2552,2.668582,3.976605,40.23550643,5.198783324
RPP38,1.292756,0.2976423,0.3956592,1.580150863,1.650862644
RPP40,11.75125,2.379719,2.472014,21.01268237,43.38553765
RPRD1A,23.98735,1.078483,0.997002,23.44090238,20.07270616
RPRD1B,14.47319,0.5158302,0.7232275,7.03676453,8.525201388
RPRD2,3.894956,NA,NA,4.012432898,1.413427534
RPRML,1.846432,NA,NA,NA,NA
RPRM,6.213828,NA,0.8196435,2.327020511,NA
RPS11,NA,NA,NA,NA,31.57124936
RPS12,NA,NA,NA,NA,9336.573636
RPS13,NA,NA,NA,NA,88.92123224
RPS14,NA,NA,NA,NA,14.02642671
RPS15A,NA,NA,NA,NA,351.8421571
RPS15,NA,NA,NA,NA,11.12651096
RPS16,NA,NA,NA,NA,34.5908431
RPS19BP1,28.14015,52.70093,129.1379,NA,16.2174419
RPS19,NA,NA,NA,NA,63.85979331
RPS20,NA,NA,NA,NA,418.1209497
RPS21,NA,NA,NA,NA,35.23608607
RPS23,81.26827,111.9323,302.7311,NA,49.46797373
RPS24,NA,47.34329,NA,NA,2508.79444
RPS25,NA,NA,NA,NA,156.8363468
RPS27A,NA,NA,NA,NA,28.24056517
RPS27L,NA,10.90985,14.06062,NA,NA
RPS29,NA,NA,NA,NA,11.73406981
RPS2,NA,NA,NA,NA,32.07808174
RPS3A,NA,NA,NA,NA,34.76847486
RPS4X,NA,NA,NA,NA,23.25036129
RPS5,NA,NA,NA,NA,35.70294794
RPS6KA1,12.36965,1.95201,2.087478,5.032728886,6.244905662
RPS6KA2,9.568989,0.4615726,0.4203841,1.687262616,4.399689433
RPS6KA3,4.05701,NA,NA,1.705828436,5.513785154
RPS6KA4,14.0336,7.243737,6.086422,14.02128887,8.827048557
RPS6KA5,3.728478,NA,NA,2.585137737,8.185108217
RPS6KA6,8.712368,NA,NA,1.623512843,12.19225362
RPS6KB1,10.11495,0.509457,0.2876245,6.619107782,5.839818809
RPS6KB2,19.14452,4.868086,3.556658,4.921559562,13.93422274
RPS6KC1,10.47473,0.2749951,0.1605018,16.81322403,4.284090818
RPS6KL1,8.30636,1.795232,2.314928,2.961550892,2.047920098
RPS6,NA,131.3998,NA,NA,26.0855137
RPS7,NA,NA,NA,NA,35.79416887
RPS8,NA,NA,NA,NA,32.04835671
RPTOR,8.085101,0.3710226,0.5475636,1.927566155,2.975881097
RPUSD1,3.253973,0.9544155,1.232869,1.672093702,2.031032152
RPUSD2,2.990331,0.6550817,1.032316,3.925360632,0.767496589
RPUSD3,NA,15.7325,43.23891,68.10568846,15.50863404
RPUSD4,7.92644,1.619248,1.608698,4.969923536,17.81507658
RRAGA,3.636103,0.6990998,0.9574093,3.765823612,2.614746686
RRAGB,16.22605,0.9689631,2.712259,13.70707338,3.310456193
RRAGC,13.79783,0.2641845,0.5645174,34.84738578,2.62925398
RRAGD,6.623486,0.5894458,0.9790689,5.852279856,11.30220607
RRAS2,11.35704,0.5555828,0.5661854,4.008608242,75.80140481
RRAS,NA,NA,14.76648,NA,NA
RRBP1,20.47482,2.472466,3.00646,6.025613539,2.930742568
RREB1,3.346195,NA,NA,2.941662871,2.002190775
RRH,41.68373,NA,NA,NA,2.037468616
RRM1,12.52822,1.531347,2.187466,8.209198454,7.072062511
RRM2B,10.992,NA,NA,2.656616138,3.066456804
RRM2,3.872381,0.6393719,0.9268911,2.991319034,12.40607461
RRNAD1,NA,13.91811,10.59862,NA,3.68454325
RRP12,14.72567,2.976776,3.528219,5.975131989,6.61206937
RRP15,3.970319,0.5808559,0.4844338,4.404102172,3.00310493
RRP1B,6.690061,0.5235167,0.6690344,3.362395392,3.267255631
RRP1,2.483544,0.2651927,0.6499238,1.65097635,9.742395828
RRP36,5.36077,1.386232,1.361335,5.918075553,2.683242106
RRP7A,3.784489,1.353448,1.489295,3.117497128,3.535546521
RRP8,7.466426,2.401282,2.866183,25.35380344,3.228650349
RRP9,8.170979,2.486656,3.136473,8.168422849,3.520815515
RRS1,1.701328,0.3535324,0.6245854,2.289961245,1.400397629
RSAD1,20.64681,1.806949,1.910993,5.65470381,3.772711471
RSBN1L,7.841212,NA,NA,6.461971343,3.247478532
RSBN1,2.416575,NA,NA,1.759133761,2.755151359
RSC1A1,2.567006,NA,NA,2.366194274,2.421210063
RSF1,5.033163,NA,NA,4.237470362,4.260013247
RSG1,2.972651,NA,1.174249,NA,NA
RSL1D1,3.018818,0.5131194,0.8081543,5.412686204,3.426096928
RSL24D1,26.79184,0.6931536,1.931798,71.04413332,12.48488838
RSPH14,10.44545,NA,NA,13.32785691,4.648521576
RSPH3,21.22393,0.4876548,0.8556947,8.546265216,7.699392359
RSPH4A,1.907722,NA,NA,1.009478481,NA
RSPRY1,6.088029,NA,NA,3.095335879,3.163003236
RSRC1,5.724561,0.1558677,0.3099977,9.92904565,4.897110821
RSRC2,3.20981,NA,NA,9.334250216,6.115670569
RSRP1,4.809031,0.5907002,0.6803167,5.465375475,3.741985598
RSU1,24.20427,4.00488,4.165208,24.32473982,6.867548709
RTCA,8.053846,0.8986132,0.958496,8.183751549,3.956866613
RTCB,33.74173,2.492949,3.435132,9.579939009,6.372375378
RTEL1,11.02458,1.534674,1.665524,1.878364197,7.337180297
RTF1,6.705668,0.4507391,0.4667373,4.55993951,2.527621743
RTFDC1,NA,7.846268,22.1263,NA,11.39488569
RTKN2,14.36514,NA,0.6111795,6.844903858,2.926972968
RTKN,14.96866,0.9546546,1.837938,2.665476869,2.34656141
RTN1,NA,2.927451,2.973872,NA,NA
RTN2,NA,46.16489,NA,NA,10.49584303
RTN3,NA,16.86236,33.39772,NA,19.82343159
RTN4IP1,9.967672,1.02288,1.29703,6.434244264,2.513713361
RTN4RL1,4.106424,NA,0.8966264,2.135936258,8.585223888
RTN4RL2,216.1091,44.2015,15.03393,10.00313814,81.45118103
RTN4R,4.671918,0.4741878,1.544219,1.447893262,3.361193428
RTN4,NA,1.853253,3.254701,21.73665171,23.78436701
RTTN,20.50318,NA,0.3372111,5.221840409,18.49117159
RUBCNL,10.11449,NA,NA,9.201259556,6.060741697
RUBCN,20.14856,1.451757,1.304176,8.596522401,5.809375817
RUFY1,6.4082,0.7432258,1.111015,2.831246684,4.50186258
RUFY2,3.996738,NA,NA,1.96757666,3.117485596
RUFY3,9.27285,0.5482006,0.659178,4.059189597,5.803946444
RUNDC1,3.645392,0.3263022,0.2132046,3.553005829,1.88723685
RUNDC3B,5.169732,NA,0.3800716,2.556705203,2.117740953
RUNX1T1,1.427331,NA,NA,0.533512881,0.3426994
RUNX1,3.348294,0.3893713,NA,1.695936014,34.33817177
RUNX2,11.42662,NA,NA,NA,NA
RUNX3,4.978412,1.289705,NA,1.519465561,6.773650234
RUSC1,331.7608,4.216841,8.393454,38.93532934,6.19553795
RUSC2,8.645132,0.9883078,1.339913,5.367530733,4.851953733
RUVBL1,19.36688,8.714801,18.07906,40.12396702,3.39973964
RUVBL2,NA,5.928897,6.640753,NA,NA
RWDD1,41.10964,5.271169,7.78322,NA,7.857904934
RWDD2A,1.844818,NA,NA,1.898757077,1.623950389
RWDD2B,6.749058,2.242898,2.972921,5.402405668,2.533425682
RWDD3,11.61867,0.2567483,0.5551817,7.571705908,2.600435891
RWDD4,8.696473,2.006676,6.981744,48.70345587,7.514750373
RXRA,14.02891,0.2323216,0.5751953,2.034005253,13.56029274
RXRG,6.354393,1.185358,3.218025,3.509620956,NA
RYK,6.029177,0.4225318,0.3979507,3.843481122,9.603226274
RYR1,NA,NA,NA,NA,3.535694813
RYR2,9.371787,0.1997842,0.1875843,2.495549442,1.906307273
S100A10,NA,38.84131,NA,NA,9.984079761
S100A11,52.04364,203.2352,19.35902,NA,7.507963534
S100A13,NA,NA,NA,NA,9.61120742
S100A4,NA,NA,42.28465,NA,NA
S100PBP,8.574234,0.1817874,0.5233159,5.895527568,3.582459926
S1PR1,4.083957,NA,NA,5.84333585,0.816632412
S1PR2,3.947702,NA,0.1890802,1.543530316,2.999378881
S1PR3,3.627476,0.2592254,0.4278603,NA,1.212411589
S1PR5,3.858193,NA,1.588436,NA,NA
SAAL1,8.818119,0.7417842,1.084441,6.039404254,7.202981483
SAC3D1,3.867126,2.769325,2.80749,3.794808015,2.760058362
SACM1L,8.921245,NA,NA,3.6104714,2.64746801
SACS,5.466757,NA,NA,2.493590039,2.046086008
SAE1,NA,17.60663,69.31749,NA,8.461731464
SAFB2,5.394989,0.6213671,0.6994549,3.189177213,10.29429834
SAFB,8.570267,1.020327,1.310944,5.133358621,5.689095904
SAGE1,16.40193,NA,NA,1.573748762,3.480038109
SALL1,2.751661,NA,NA,3.049425246,0.996909058
SALL2,3.256313,0.7284633,0.8398322,3.465199203,2.046015342
SALL3,4.246132,NA,NA,NA,NA
SALL4,0.8627074,NA,NA,0.791637864,1.169499037
SAMD10,NA,2.964548,NA,2.680065203,5.001588522
SAMD11,5.914714,6.566429,5.259154,3.963180094,2.141394054
SAMD13,1.364917,NA,NA,NA,NA
SAMD14,105.7943,NA,NA,9.185939837,2.476668466
SAMD15,5.611182,0.8784304,1.238127,3.288125204,1.472828133
SAMD1,1208.068,10.37776,9.79249,NA,6.344488053
SAMD4B,33.23345,3.463817,3.866677,8.851342241,3.253501776
SAMD8,9.321748,NA,0.2434398,7.69680226,3.323145931
SAMD9,7.992545,NA,NA,1.06924946,NA
SAMHD1,5.906378,0.3407831,0.4230492,4.066438211,2.178752701
SAMM50,NA,3.161426,3.951144,10.34525828,9.138686587
SAP130,4.626579,0.1930307,0.5844284,2.88743028,3.347439462
SAP18,119.2901,10.77033,19.33157,NA,8.635700442
SAP25,NA,NA,3.113002,10.35321474,NA
SAP30BP,6.803623,1.012611,1.455694,5.128187725,3.870302219
SAP30L,142.0633,3.742425,6.255787,NA,4.544097087
SAP30,5.678847,0.5846532,0.872913,4.171376832,6.552473666
SAPCD2,26.51077,8.116751,3.011556,5.314779062,NA
SAR1A,34.6711,2.069603,2.763577,18.61642005,6.237926993
SAR1B,24.80565,0.9765541,1.465694,36.4016052,10.41133976
SARAF,37.18487,3.958962,6.330427,43.35058307,7.726938254
SARM1,10.07406,2.917232,3.556849,3.43685994,1.592093319
SARNP,52.07395,2.489852,4.215574,37.1127531,15.43849168
SARS2,7.89349,3.178756,2.687328,2.39538931,4.43334803
SARS,NA,9.185859,18.40431,NA,NA
SART1,11.14641,5.967509,6.700405,8.505121061,4.501630878
SART3,6.32005,0.1819266,NA,2.987306218,3.558128614
SASH1,4.776519,NA,NA,2.393554927,1.354845926
SASS6,7.181375,NA,NA,4.319323421,3.934530731
SAT1,9.481099,2.839122,4.019207,10.95718614,NA
SAT2,52.03533,8.683327,21.07223,41.36296797,76.19707663
SATB1,7.64373,NA,0.2479057,4.5792238,2.672650153
SATB2,4.325139,NA,NA,5.224580035,1.526797768
SAV1,7.999129,NA,0.3305811,6.558310633,2.555546521
SAXO2,5.229648,NA,NA,1.677635661,0.687226314
SAYSD1,5.428583,1.196994,0.9305186,4.207077637,4.01222057
SBDS,8.495368,1.054454,1.847381,16.0633168,5.513735201
SBF1,NA,11.03063,7.659424,10.48284719,81.16164759
SBF2,11.17627,0.2525142,0.7558785,6.302848282,6.241334615
SBK1,58.69495,0.7453122,1.901877,8.985885285,2.790502689
SBNO1,6.088052,NA,NA,4.243682153,4.47164467
SBSN,NA,NA,NA,NA,0.991248537
SC5D,4.419407,NA,0.5118157,4.112520886,1.857127966
SCAF11,5.791583,NA,NA,6.020092336,3.240356811
SCAF1,14.9653,4.442426,4.443457,7.316733492,3.693246157
SCAF4,5.312245,0.3598665,0.5433603,4.645535836,4.959802635
SCAF8,3.774316,NA,NA,2.96745374,2.740944504
SCAI,23.86322,0.984972,1.407571,13.11274381,NA
SCAMP1,24.09627,NA,0.2926164,7.625073217,9.10048487
SCAMP2,NA,6.253377,7.858572,38.74908889,11.09488783
SCAMP4,20.85635,10.17375,13.56577,18.41357478,5.841082985
SCAMP5,49.97011,4.067856,3.214985,16.77799664,7.502392393
SCAND1,3.559145,NA,26.72886,14.16330091,3.275850696
SCAPER,3.486008,NA,NA,1.494328096,4.247709207
SCAP,52.30724,4.527762,3.876841,8.601992974,6.148605219
SCARA3,NA,0.3017919,0.6805311,NA,NA
SCARB1,13.20661,3.456096,4.422434,6.376432997,5.018255381
SCARB2,13.74962,1.275389,3.186955,8.048386419,18.39359127
SCARF2,3.864829,1.324445,1.248919,1.720166689,5.291014254
SCCPDH,13.38688,2.412646,3.760078,3.655984258,35.93208743
SCD5,NA,3.051474,2.608044,30.75548124,2.422657279
SCD,25.08176,5.908256,5.519518,12.37066947,5.663489561
SCFD1,7.030727,NA,0.3499846,2.19760317,8.274262475
SCFD2,9.636712,1.340738,1.919082,6.438426446,3.309107355
SCLT1,7.413992,NA,NA,4.507225261,1.952473715
SCLY,17.44162,3.148224,3.65907,6.430107853,1.893584947
