Table S1. Endogenous mRNA stability,,,,,
,,,,,
All half-lives are in hours,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 1 and 4,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cell lines 2 and 3,,,,,
Cell lines 1 and 4: Endogenous mRNA half-lives calculated with cel lines 5 and 6,,,,,
DMSO: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with DMSO,,,,,
4EGI-1: Endogenous mRNA half-lives calculated with cell lines 1 and 4 treated with 4EGI-1,,,,,
,,,,,
Gene.Name,Cell lines 1 and 4,Cell lines 2 and 3,Cell lines 5 and 6,DMSO treatment,4EGI-1 treatment
C17orf62,5.587981962,1.722929258,1.886221905,3.065890087,2.332922824
C17orf74,NA,NA,NA,NA,1.107079267
C17orf75,6.745872278,0.881084371,1.257762059,2.702759396,2.104361985
C17orf80,6.959951449,NA,0.297029597,4.337271909,1.467105883
C17orf97,13.73287105,2.236823916,1.226401572,3.995126124,1.497059051
C18orf21,4.07085535,0.527115821,1.21838773,4.358924115,5.447780277
C18orf25,4.852434187,NA,0.177810733,12.76117694,5.469512689
C18orf32,34.83492969,1.646576637,2.667372175,10.5376558,8.705629363
C18orf54,8.624280091,NA,NA,11.85293048,24.59404302
C18orf8,10.34139925,0.721402611,0.822370679,4.082657302,4.044281295
C19orf12,13.84186519,0.983067264,1.628290488,7.085599456,3.372170861
C19orf24,3.902768249,2.786143214,2.769469413,4.570075557,1.291893599
C19orf25,7.960178304,9.242275599,3.378733777,4.186361713,6.663021758
C19orf43,NA,15.63954529,13.86346656,200.3051611,5.52104601
C19orf44,6.870127911,0.851299325,0.991201505,4.623880774,2.994662342
C19orf45,184.7846854,NA,NA,NA,0.345170835
C19orf47,2.852847064,1.115414899,1.59711062,3.278368486,3.320284969
C19orf48,2.295634329,1.093588293,1.541057733,1.786019404,3.838900034
C19orf53,28.04628798,23.39996714,22.17288226,51.4941882,6.168957857
C19orf54,9.034967344,3.386143362,2.77263655,6.090515897,2.292019643
C19orf57,NA,1.741307227,1.889767355,NA,NA
C19orf60,NA,8.356790231,6.401687333,1.778461721,NA
C19orf66,83.67814714,1.194218408,NA,NA,NA
C19orf68,28.71005822,3.402597866,3.532314834,31.54892716,4.669292909
C19orf70,32.50032493,22.73595121,12.81403656,7.356158174,7.502173089
C19orf71,50.26125493,NA,NA,NA,4.080122935
C19orf73,2.002863588,NA,NA,5.473738774,2.911328778
C1D,8.573823573,1.587403109,1.37693598,NA,6.81705169
C1GALT1C1L,2.624436779,0.545678801,NA,4.455417587,2.19183752
C1GALT1C1,23.11756927,2.689393749,3.209601292,66.34420837,3.829770017
C1GALT1,6.835988731,NA,NA,2.7229663,6.083529979
C1QBP,32.13397036,9.735977265,20.56794706,NA,7.584637975
C1QL1,NA,2.018341468,13.05423609,8.199986802,NA
C1QL4,18.16531081,NA,NA,3.016669352,NA
C1QTNF1,NA,NA,4.500211314,NA,NA
C1QTNF6,NA,NA,14.88020865,2.114833265,NA
C1RL,11.91967947,0.800906487,NA,2.970458825,1.602281639
C1R,NA,5.520569821,5.572204313,NA,174.0576546
C1S,NA,2.862152868,1.89345342,NA,3.048887966
C1orf101,4.612235804,NA,NA,0.88626563,0.970766626
C1orf106,1.736957506,0.23164059,NA,0.586306528,1.767774904
C1orf109,10.35001877,0.492419325,0.597010364,6.919499222,1.870351902
C1orf112,8.892300637,0.512585676,0.396519705,9.954555492,5.694179483
C1orf115,NA,NA,NA,4.263406068,NA
C1orf116,NA,29.35104965,NA,NA,0.640459985
C1orf123,11.94904991,5.201487293,6.558424246,14.46918467,15.2784339
C1orf131,4.05954665,0.220686612,0.495740212,2.217668802,1.624077527
C1orf159,10.47707785,2.733703183,2.746926125,3.753216035,2.930634392
C1orf162,NA,NA,NA,NA,0.288381626
C1orf167,26.8421639,NA,NA,NA,NA
C1orf174,8.257060701,0.971117964,1.315781514,13.96737844,3.20094338
C1orf198,12.01992536,1.46848149,1.416828818,9.561856926,3.641431949
C1orf216,9.369377337,NA,0.618808075,3.554976274,1.138016308
C1orf21,31.281487,1.547013634,2.254525445,18.87497045,5.278224321
C1orf226,3.863537258,NA,0.47609561,3.094441039,0.862323072
C1orf27,7.258478136,NA,NA,5.448614787,10.84058148
C1orf35,8.132630241,8.680009697,5.699888045,11.69809317,4.168271321
C1orf43,NA,7.935556973,14.02156192,NA,6.60466507
C1orf50,6.722429797,0.914446007,1.051270377,3.494782788,7.849114475
C1orf52,8.288429799,0.829346025,1.043643987,25.16155057,4.38366281
C1orf53,6.172707709,NA,NA,NA,NA
C1orf56,1.631808083,0.596901805,0.648702699,1.974468014,2.004632072
C1orf74,1.447452063,NA,NA,0.840713433,0.795178445
C20orf194,9.128882768,NA,0.164360793,4.345622513,2.519426123
C20orf196,23.93107171,3.009543712,3.408885136,94.61073574,2.867130342
C20orf24,15.03429463,3.299613298,3.669326618,16.2698547,5.166957868
C20orf27,NA,326.0232392,175.4115765,19.54829731,4.638180693
C20orf96,NA,NA,NA,NA,4.847292817
C21orf2,NA,9.949189361,NA,3.024687105,4.823553642
C21orf58,6.010417689,0.647472248,1.332099097,2.557840448,1.220827546
C21orf59,143.6638384,3.619362176,4.241403526,13.09265491,5.742746793
C21orf91,3.275978563,NA,NA,3.159812794,1.548061057
C22orf23,11.45650373,2.040890052,3.206079308,3.601533463,6.888267488
C22orf29,0.902663227,NA,NA,0.848672492,3.256270336
C22orf39,NA,NA,2.958701983,6.379239117,6.245891278
C22orf46,6.632821194,NA,0.699839433,6.666318257,1.333128437
C2CD2L,29.77727633,2.046519894,2.354764873,13.06387609,4.056563899
C2CD3,8.644131559,0.541676252,0.584421924,6.291254409,2.596416377
C2CD5,10.38811419,NA,NA,2.07540449,5.026121542
C2orf15,2.228973528,NA,NA,5.177342949,1.945562715
C2orf42,5.348799607,NA,0.205045411,6.48431027,3.144043259
C2orf48,6.091730511,NA,NA,1.02781729,1.376973464
C2orf49,13.05002623,1.264134865,1.175403759,15.47736923,9.774055213
C2orf66,NA,NA,NA,NA,2.033149105
C2orf68,60.23859037,4.704019698,4.187447155,19.46969986,2.479237018
C2orf69,3.518103112,NA,NA,0.66002787,5.545120389
C2orf72,NA,NA,NA,NA,56.2686294
C2orf74,8.73324687,1.102188097,0.725534373,NA,4.300604356
C2orf76,NA,6.949322531,NA,NA,17.04356949
C2orf81,5.069559348,0.848091046,2.440184144,2.757022455,0.48479017
C2orf82,NA,NA,NA,NA,3.677681749
C3,NA,2.397862341,1.730861353,NA,40.46733222
C3orf14,412.5779939,2.848735125,4.425100975,88.66955109,12.50446208
C3orf18,NA,NA,2.404304276,NA,NA
C3orf20,3.66634977,NA,NA,NA,0.670381147
C3orf33,8.657706464,0.291598073,0.529646986,1.635417434,2.761807634
C3orf35,NA,NA,NA,NA,0.900348225
C3orf38,2.896985874,NA,NA,3.256858527,3.025646045
C3orf52,7.390714815,1.286660109,2.702750934,5.576804032,NA
C3orf58,1.9737514,NA,NA,2.225184676,2.141660951
C3orf62,6.89853689,NA,0.411172306,6.44564086,1.027329028
C3orf67,5.766934604,NA,0.700776582,1.511824136,2.609783622
C3orf70,1.903305674,NA,NA,NA,NA
C4orf32,5.21669836,0.110754034,0.397261906,7.103020336,3.653223111
C4orf33,NA,1.082672373,3.757632675,NA,3.983434994
C4orf3,21.78221732,32.09281568,56.58588005,NA,11.41926987
C4orf46,4.080875116,NA,0.23340057,6.46391526,3.138386543
C4orf47,NA,NA,NA,NA,16.95868113
C5AR1,NA,NA,0.624201525,NA,NA
C5,2.974046549,NA,NA,NA,4.340405666
C5orf15,22.09235331,1.07788172,1.036417196,77.17279981,4.721497471
C5orf22,5.918188955,NA,NA,8.604762058,2.864366708
C5orf24,2.774354791,NA,NA,2.831339166,1.222649193
C5orf30,1.977269273,NA,NA,1.924154882,3.242482754
C5orf34,6.960716728,NA,NA,2.486122578,3.141832526
C5orf42,6.166962571,NA,NA,2.675269236,5.03990906
C5orf51,6.98735973,NA,NA,20.30890098,2.37911091
C5orf63,9.863660225,4.434158507,7.267595869,NA,161.1221632
C6orf106,11.65635809,1.307146044,1.387859289,11.06933161,12.71974447
C6orf120,NA,0.741456514,1.512743296,1.832222203,1.423151599
C6orf163,4.826627941,NA,NA,NA,0.235720238
C6orf1,43.72747753,8.236860575,9.935007141,44.81290223,3.013493987
C6orf203,3.579360338,NA,0.615256944,2.543415898,1.449557541
C6orf226,1.476890745,NA,NA,NA,NA
C6orf52,NA,NA,NA,NA,4.178328844
C6orf62,6.768531816,NA,0.308429976,3.432146481,2.731172629
C6orf89,41.85917428,2.774109511,3.628464558,8.403645917,6.374701225
C7orf25,2.738111836,NA,0.218385474,3.1036495,1.420761572
C7orf26,13.9895263,1.712535159,1.105270053,7.057707954,6.189901331
C7orf31,5.729938904,0.569710471,1.131837253,2.067171232,2.297327698
C7orf43,2.954630381,0.623078999,0.661742153,1.724836015,2.74695265
C7orf49,1.911977285,NA,0.505239039,1.733800142,1.580500537
C7orf50,8.402138673,2.925611977,2.821444075,4.202069608,9.553511705
C7orf73,420.0298874,14.67892752,19.92289548,NA,16.72480315
C8orf33,15.84297898,13.79142587,25.04642914,161.4724079,7.53323721
C8orf34,3.688531624,NA,NA,1.248545778,3.007534008
C8orf37,39.61134525,NA,NA,31.07180301,2.481240832
C8orf44,439.1417094,6.321302818,12.20055232,NA,2.093408093
C8orf46,NA,NA,NA,NA,1.105165727
C8orf48,1.091764398,NA,NA,1.702717093,NA
C8orf4,NA,NA,NA,NA,25.76242257
C8orf58,2.565552258,0.248960083,NA,1.194235931,4.705961999
C8orf59,NA,26.34960457,19.25989227,NA,8.511619356
C8orf76,15.14711464,1.623277291,1.746614236,8.271948927,3.318252817
C8orf82,6.690059691,1.469833642,4.639593186,2.284206479,14.1876821
C8orf88,11.34829851,0.899953914,4.043936702,NA,7.164327805
C9orf116,17.10182781,4.354715941,7.43570782,8.819699977,2.604712007
C9orf142,5.434135184,5.171987943,4.366163302,4.364774407,4.167406655
C9orf16,NA,NA,47.9526756,NA,NA
C9orf172,NA,8.603674349,NA,91.68060164,NA
C9orf24,NA,NA,9.592750026,NA,NA
C9orf3,7.501567966,0.782129839,0.986569083,4.46997265,4.09998497
C9orf40,9.257817954,1.269308945,1.846137853,6.159702999,6.682451636
C9orf43,NA,NA,NA,NA,2.735759673
C9orf64,4.596252567,0.844495471,0.507007954,8.292709421,1.425167719
C9orf69,2.014902695,0.644463801,0.279436808,0.625420612,2.669986557
C9orf72,5.842633967,NA,NA,1.346021946,5.630297402
C9orf78,9.951809202,2.987229972,3.994746791,34.33671366,3.03424046
C9orf85,4.587148847,0.365067049,1.309223993,5.478915548,3.333076911
CA11,NA,NA,NA,NA,4.61667875
CA12,5.354466359,0.419075326,0.581746298,3.299092634,3.919448793
CA13,19.00521745,0.414978773,NA,1.906255846,7.353906875
CA2,5.440698596,0.531730797,0.586880756,2.950405651,2.380256118
CA5B,11.33952622,NA,0.330007161,1.16652386,3.856916591
CA8,11.84412031,0.728720157,0.864810082,4.599001924,4.567570539
CAAP1,6.071641395,NA,0.310431448,6.682113281,3.000439207
CAB39,9.746542736,NA,NA,6.183441189,3.878859377
CABIN1,26.73886398,3.071954079,3.81510849,4.74955163,5.346216607
CABLES1,2.936147487,0.141630615,0.513033114,1.774111175,1.146525787
CABLES2,NA,1.767578322,3.492194893,6.989144877,3.113119792
CABP1,10.32669496,NA,NA,NA,2.081285975
CABYR,5.175668917,0.66117102,0.468304447,1.604745407,2.36692882
CACFD1,10.26851021,3.426266044,1.902380326,4.139320432,NA
CACHD1,4.09496022,NA,NA,2.881479448,1.452563968
CACNA1B,3.291173544,NA,0.390410122,1.0011977,1.281010123
CACNA1C,14.21002832,1.235569776,2.842363843,15.15105637,6.516453885
CACNA1D,3.229468335,0.360503732,1.496714804,1.052516512,0.74982065
CACNA1G,38.61815352,2.703478788,NA,3.775384838,4.16809172
CACNA1H,26.564079,2.699945659,2.048967996,3.844915434,13.25335788
CACNA2D1,115.8673118,0.16125118,0.359745682,1.725680369,2.879844531
CACNA2D2,21.67846759,1.47684879,2.568102574,2.457569339,3.51242945
CACNA2D3,156.2413811,5.415213242,NA,6.005710391,7.578949164
CACNB1,6.118930631,1.021555267,1.84944492,3.532483925,6.359267583
CACNB2,2.098653632,NA,NA,1.615434344,1.205142639
CACNB3,NA,5.021229943,NA,19.97070911,10.48000089
CACNB4,15.08397204,NA,NA,14.48530292,6.173734962
CACNG8,NA,NA,0.490456698,1.713822768,0.392248036
CACTIN,27.09175351,8.513385235,5.511303134,10.01829439,5.320029662
CACUL1,9.610275543,0.308631154,0.520619705,5.066738963,6.105362447
CACYBP,50.05672266,2.996469251,5.519742958,759.3079446,19.89158819
CADM1,NA,8.686915458,159.1595719,NA,6.34225302
CADM4,NA,10.18458978,12.72698748,44.28291901,20.49674937
CADPS2,6.652120843,NA,0.643844223,1.979551769,1.281849551
CAD,6.846748841,0.584557298,0.749224353,2.677753516,3.350925375
CALCB,63.10110476,8.255739339,8.986590015,831.2838402,9.076000235
CALCOCO1,NA,14.09697551,65.9535382,1174.400215,54.50380498
CALCOCO2,NA,3.626586542,4.323869537,46.90329417,34.49039532
CALD1,82.66696749,1.563447945,2.67991347,10.77313166,2.789199946
CALM1,8.736469104,3.218560831,4.988807389,39.09232826,5.703538204
CALM2,10.19656485,1.444139128,1.896986725,21.10861475,7.273007378
CALM3,NA,132.7362124,NA,NA,7.150270384
CALML4,10.45693064,2.843123568,2.777316247,4.192497522,5.826542095
CALML6,NA,NA,NA,NA,5.59109928
CALR,638.9852691,20.67033353,32.42098289,NA,43.58211302
CALU,32.27341813,0.945235514,1.721096012,359.0458164,11.40807418
CAMK1D,5.254161203,NA,0.823510494,3.061406312,3.950031995
CAMK1,NA,11.01223824,17.11791702,18.06571715,30.65331919
CAMK2B,NA,1.436308263,NA,NA,NA
CAMK2D,16.75086296,NA,0.478245331,19.86394891,4.649061905
CAMK2G,45.33070978,0.995485295,1.777677691,4.841768241,3.61001451
CAMK2N1,3.281519765,NA,NA,NA,NA
CAMK4,6.078753512,NA,NA,3.305088483,4.43672331
CAMKK1,3.54316723,0.370874502,0.483093783,2.774608357,3.199268583
CAMKK2,8.300761083,0.75605586,1.015065771,1.877872133,4.170583728
CAMKMT,16.12909226,NA,0.793843821,29.19397611,1.718323202
CAMKV,NA,2.800363193,NA,4.575965983,5.472406357
CAMLG,153.0523678,2.533526959,2.743599609,222.8813017,7.309150259
CAMSAP1,6.431808258,0.301786506,0.551292425,4.149130059,4.817690471
CAMSAP2,6.637572181,NA,NA,4.771137456,3.305412428
CAMSAP3,72.00896126,6.825762892,6.033732567,19.90257901,6.121278729
CAMTA1,44.7434074,3.168652809,4.903003967,57.17182008,8.441586273
CAMTA2,29.00695721,2.57160178,2.43808022,5.037382901,3.18940327
CAND1,5.116038698,NA,NA,2.259822821,5.835046686
CAND2,6.913168966,0.387572573,0.908390528,2.689690766,5.510487682
CANT1,10.886639,1.340418991,1.653804395,5.175422765,3.83817334
CANX,233.2627809,5.937895781,18.18903902,93.40006536,22.48431851
CAP1,171.010974,4.054237053,5.171554217,71.46806023,16.05818157
CAP2,9.810851508,0.303140671,0.493076489,20.61775574,1.50348913
CAPG,20.49605695,NA,104.1644122,11.63157583,120.9526509
CAPN10,8.945189293,1.846096095,2.195219015,3.289863571,13.76814213
CAPN15,NA,5.556162451,3.547745609,4.061438605,3.077630432
CAPN1,61.35041449,4.61000375,6.673916613,5.92157344,5.679308351
CAPN2,NA,9.443873544,14.99602964,19.12414204,11.80622832
CAPN3,7.694580408,NA,0.691539744,6.43313653,1.51755364
CAPN5,7.463800838,NA,1.855841128,NA,NA
CAPN7,11.21501553,0.33279272,0.319304336,4.626684574,4.903701488
CAPNS1,NA,221.7899034,235.8647207,NA,8.050478553
CAPRIN1,7.932064212,0.19257781,0.372447419,4.063608225,5.364868362
CAPRIN2,10.02449294,0.300021572,0.407916458,5.125889755,5.335993182
CAPS2,NA,NA,NA,2.680847034,3.263078844
CAPS,4.24987871,NA,2.414428244,1.505417659,2.422404987
CAPZA1,17.31741167,0.639131722,0.835110999,12.05868061,5.714441589
CAPZA2,8.53728496,NA,0.404400915,11.08396272,5.029152577
CAPZB,NA,35.0211556,23.20890724,NA,12.4806888
CARD10,5.000738305,0.651627601,0.793143996,1.962373427,7.141916048
CARD19,110.7017949,6.968462601,8.688860929,18.72842262,7.247283022
CARD6,3.736488784,NA,NA,1.919579135,0.809178015
CARD8,NA,1.518752384,1.084092322,NA,2.776825953
CARD9,NA,5.698835848,9.993993778,24.33005143,NA
CARF,15.16982433,NA,NA,1.69004878,1.98496994
CARHSP1,8.515801231,2.725188622,3.03514862,4.720318149,1029.453536
CARM1,22.26805052,6.066839428,6.50415931,9.883858752,6.986090522
CARMIL1,4.675992505,NA,NA,1.073814041,1.005511559
CARMIL2,11.4910678,2.667843945,3.645422575,6.801629554,3.134905627
CARMIL3,8.073485015,0.834081939,0.896036392,3.250717503,12.87324693
CARNMT1,6.273441483,NA,NA,3.072442605,3.599244026
CARS2,18.75261878,4.266554571,4.204316032,5.851855976,2.668120264
CARS,31.24905789,4.552148228,4.657769665,NA,10.55682641
CASC10,11.307976,NA,NA,NA,NA
CASC1,20.47570043,NA,NA,NA,NA
CASC3,11.1404708,1.298437294,1.397899051,8.585952764,8.083142337
CASC4,5.221319934,0.355719928,NA,4.482882985,4.277617726
CASD1,NA,0.349775919,NA,4.342440509,3.239509591
CASKIN1,9.905871595,1.600429705,1.318986962,2.795943081,4.198742333
CASKIN2,15.32562275,2.515425447,3.153742765,5.535283435,3.60615847
CASK,7.408445049,0.226622563,0.455311284,4.596320964,3.745017411
CASP10,14.82921489,0.583050508,1.706673412,7.061487751,1.630875387
CASP2,5.272486055,NA,0.272158865,5.073961506,2.68629298
CASP3,10.34421456,0.307174715,0.526008849,12.87010853,2.582024197
CASP6,11.91584192,0.92856156,2.279780451,15.88701682,1.700519291
CASP7,6.699271832,0.528040067,0.862203128,14.05920652,8.558455628
CASP8AP2,11.98758037,NA,NA,20.30156438,3.420697612
CASP8,9.31382028,0.608324154,0.816233263,8.36181574,1.832155402
CASP9,35.07024374,1.896819813,2.021853407,9.501182518,2.600821208
CASS4,NA,NA,NA,NA,0.796687915
CAST,28.246999,1.572473024,2.639192221,12.23420835,55.7782123
CASZ1,8.620899461,0.862111048,1.351641148,9.470565213,3.900219416
CATSPER2,0.955332382,NA,NA,1.289078973,4.253054582
CATSPER3,19.7237974,NA,NA,54.31936302,NA
CATSPERG,11.19191649,1.723194036,NA,NA,19.79055172
CAT,11.45234093,1.847170733,1.666500301,8.753062069,62.30981069
CAV1,58.17679617,4.761394625,6.194358957,NA,NA
CAV2,5.687820489,1.128083587,0.208060194,5.08283536,7.40202005
CBARP,27.73111987,1.068299086,0.834447198,2.147227776,5.729420299
CBFA2T2,6.851379095,0.320165221,0.376589374,5.588716934,12.70997293
CBFA2T3,3.236842089,NA,NA,NA,NA
CBFB,4.318872706,NA,0.381627509,3.650770993,3.432081098
CBLB,5.852115656,NA,NA,2.323452748,3.999095198
CBLL1,4.196565863,NA,0.250249744,10.21534016,2.272619405
CBL,13.99461685,NA,NA,8.169227987,4.862788961
CBR1,10.06426929,2.344366871,3.168752308,10.78554492,3.947928259
CBR3,9.915646455,0.851216213,0.812949772,1.841389816,3.783462508
CBR4,5.734632611,0.908856663,1.172069062,3.349634959,3.036540946
CBWD1,206.3655235,2.710705106,6.694283994,10.82846324,4.400420787
CBWD2,78.47826341,3.186825231,17.81832244,87.49739954,5.904405132
CBWD3,NA,NA,NA,NA,0.830237782
CBWD5,30.48661331,NA,NA,5.2350349,3.554596189
CBWD6,12.79396345,0.659058972,1.087569755,13.96840598,2.082887286
CBX1,44.53874335,3.679431255,6.317932085,NA,12.91109356
CBX2,7.715555982,1.168099696,1.409756182,4.917649469,2.108507217
CBX3,8.449834136,0.766397502,1.202580121,22.92966593,4.721746716
CBX4,2.072225973,0.738617042,0.565679789,2.726580977,1.186881831
CBX5,10.87466433,1.769070913,3.31645359,19.24662555,6.728501077
CBX6,NA,NA,0.306145763,1.845530008,3.367050812
CBX7,12.01239789,0.760195724,5.267925163,NA,NA
CBX8,2.408933737,0.325552099,0.939699668,3.882905908,1.795800901
CBY1,54.36922423,3.179229208,5.218390464,20.33236069,3.505226383
CC2D1A,14.55264578,2.402848969,2.504631501,4.261701445,9.075276249
CC2D1B,NA,0.420301054,0.223795384,NA,NA
CC2D2A,5.839892724,0.767499408,1.263235942,2.337021021,1.335927274
CCAR1,7.402008621,NA,0.149003431,2.727070156,3.382131532
CCAR2,NA,5.349949694,7.39202408,35.88157173,5.288133071
CCDC102A,14.85591274,4.166498104,6.751990913,22.07395686,2.552518152
CCDC103,3.921386444,1.436142288,1.144168423,4.116938179,0.867268217
CCDC106,71.45585181,12.84525031,14.58387944,15.20760102,3.343249982
CCDC107,20.48359781,8.354342934,12.28364828,51.99548679,5.580169917
CCDC110,NA,NA,NA,1.452486855,0.836155975
CCDC112,8.931218426,0.231502017,NA,3.068637944,4.710544062
CCDC113,7.704054705,0.37379242,NA,3.447874117,2.67701302
CCDC115,37.10314488,6.874481841,7.968643266,97.22895127,NA
CCDC116,14.37213332,2.144592416,2.389494223,7.010545314,NA
CCDC117,9.978401849,NA,0.370254287,7.107349479,3.219298954
CCDC120,12.80648291,2.131297273,1.749757563,9.182080229,5.824753128
CCDC121,NA,NA,NA,1.809001022,0.371106568
CCDC122,2.264587076,NA,NA,0.966079719,1.451953499
CCDC124,96.02376982,NA,NA,753.0533951,10.74507825
CCDC126,151.9364565,NA,NA,8.94898262,6.878688722
CCDC127,9.85443822,0.817450914,0.90629112,9.707987227,3.411527108
CCDC12,6.834094389,3.459135544,3.706500331,21.0300256,3.32798919
CCDC130,12.81933325,2.826204093,3.713126095,8.600196662,3.041311958
CCDC134,11.48119645,NA,0.657249819,9.005417089,4.600711459
CCDC136,66.88337679,3.482811074,3.816224023,5.838759523,2.55950495
CCDC137,4.404427931,1.237014013,1.899051756,4.437925864,2.505574082
CCDC138,8.901287187,0.356621381,NA,6.122958312,1.938141671
CCDC13,NA,17.03987846,46.85174579,NA,10.13719568
CCDC142,5.468734643,1.234134352,1.671605066,6.204496128,2.656097548
CCDC146,6.413207011,NA,NA,1.459769714,1.205635831
CCDC14,18.21160336,0.392668943,0.479824708,4.122354112,5.234432548
CCDC150,12.98974525,0.425518913,0.322222378,3.534403568,4.937094318
CCDC151,94.80992493,6.560730886,20.8901327,NA,3.352248521
CCDC157,7.720856473,3.19403776,3.598319164,13.96279276,2.165326522
CCDC159,NA,NA,NA,1.150346881,0.766625307
CCDC15,6.864819797,NA,0.508029794,3.120839028,7.010561225
CCDC160,2.802564886,NA,NA,NA,NA
CCDC167,NA,137.5358748,NA,NA,NA
CCDC170,NA,NA,NA,1.257913035,3.104304258
CCDC171,8.299400339,NA,0.433756976,1.577516019,1.630941679
CCDC173,16.63050578,0.561195538,NA,NA,7.280477926
CCDC174,6.369971126,0.558590136,0.475936638,6.379283131,7.868642893
CCDC17,NA,15.20669928,4.372961513,NA,0.619925598
CCDC180,4.830040083,0.373499908,0.359662413,2.464960648,1.209159399
CCDC181,4.386830365,NA,0.342716381,4.560884645,4.094699716
CCDC183,NA,NA,11.62375738,NA,9.728076034
CCDC184,4.614235459,NA,NA,3.149122661,NA
CCDC186,4.973369381,NA,NA,0.329392925,2.628107148
CCDC189,4.693336585,NA,1.207799136,3.025195537,4.794160897
CCDC18,8.986987358,NA,NA,3.224450066,1.04859277
CCDC191,9.028848871,NA,0.351826574,2.876339434,2.028608804
CCDC22,3559.571545,5.688826275,6.99393591,7.295979395,13.32872544
CCDC24,NA,3.867408353,17.77505042,5.267095713,NA
CCDC25,20.25475897,1.088912801,1.65181399,17.39310849,4.256123175
CCDC28A,34.95945742,NA,1.695689915,18.99074929,17.70724381
CCDC28B,NA,27.77993847,12.8353154,251.7822538,3.246442537
CCDC30,NA,NA,NA,NA,0.835034061
CCDC34,23.27280843,4.370799613,5.327221548,NA,6.249589719
CCDC3,43.56780684,5.470635781,6.570312989,14.03897614,6.538149725
CCDC40,10.65345046,2.031274026,2.860717449,4.050871407,4.555600467
CCDC43,4.496869933,0.650715326,0.586923898,4.156448215,5.351426072
CCDC47,9.329085207,0.590554929,0.774689489,4.175235393,4.052454573
CCDC50,24.58835789,0.772182114,1.718245463,9.627192605,11.04052145
CCDC51,7.26245886,1.990228076,2.832278537,7.08657753,2.416795016
CCDC57,8.034716404,0.438021012,0.584177357,1.718759524,3.205319002
CCDC58,8.448944215,1.132965778,0.891686007,6.542376815,7.352269128
CCDC59,3.669935226,0.681679784,0.637165335,5.606114586,3.954767724
CCDC61,4.062898022,0.484779909,NA,1.942752603,NA
CCDC62,61.37684168,4.950100529,2.174668119,NA,1.582279197
CCDC65,3.40827197,NA,NA,11.39171921,NA
CCDC66,5.52025229,NA,NA,3.017564161,2.805799574
CCDC69,15.21359195,2.503643743,2.533287448,7.244880395,3.536571616
CCDC6,6.89096885,NA,NA,5.128639999,4.757057639
CCDC71L,1.944336064,0.225892342,0.512610059,1.600609734,1.121310224
CCDC71,0.486319921,NA,NA,NA,1.481921602
CCDC74A,81.8696099,11.28796169,11.20788059,NA,4.594232173
CCDC74B,NA,28.53198645,10.11370925,143.8816714,10.96642848
