db_gene_symbol,ensembl_gene,gs_name,gs_description,gs_source_species
SAMD10,NA,mTOR activated translation,PMID 41102449,homo sapiens
SAMD11,NA,mTOR activated translation,PMID 41102449,homo sapiens
SAMD4B,NA,mTOR activated translation,PMID 41102449,homo sapiens
SAP130,NA,mTOR activated translation,PMID 41102449,homo sapiens
SBK1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SBK2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCAMP4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCAMP5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCAND1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCAP,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCARA3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCARNA22,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCARNA5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCD5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SCNN1B,NA,mTOR activated translation,PMID 41102449,homo sapiens
SDF2L1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SDHD,NA,mTOR activated translation,PMID 41102449,homo sapiens
SEC24A,NA,mTOR activated translation,PMID 41102449,homo sapiens
SECTM1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SELENON,NA,mTOR activated translation,PMID 41102449,homo sapiens
SEMA6B,NA,mTOR activated translation,PMID 41102449,homo sapiens
SEMA7A,NA,mTOR activated translation,PMID 41102449,homo sapiens
SERINC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SERTAD1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SF1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SF3B4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SF3B5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SFSWAP,NA,mTOR activated translation,PMID 41102449,homo sapiens
SH3BGRL3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SH3BP2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SH3GL2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SH3GLB2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SHARPIN,NA,mTOR activated translation,PMID 41102449,homo sapiens
SHF,NA,mTOR activated translation,PMID 41102449,homo sapiens
SHISA4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SIGIRR,NA,mTOR activated translation,PMID 41102449,homo sapiens
SIN3B,NA,mTOR activated translation,PMID 41102449,homo sapiens
SIRT2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC10A3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC12A9,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC16A13,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC17A7,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC17A9,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC19A1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC1A6,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A11,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A38,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A39,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A42,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A43,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC25A5-AS1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC29A2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC29A4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC2A4RG,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC35A4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC35E1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC35E4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC39A4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC43A3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC44A2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC45A3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC45A4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC48A1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC66A3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC6A9,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC8B1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLC9A3R2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLCO4A1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SLPI,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMAGP,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMARCB1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMDT1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMIM24,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMIM29,NA,mTOR activated translation,PMID 41102449,homo sapiens
SMYD5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNAI3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNAPC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNCG,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNHG17,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNORA70,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNORD38B,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNPH,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNRNP70,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNRPD2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNRPF,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNU13,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNX11,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNX12,NA,mTOR activated translation,PMID 41102449,homo sapiens
SNX8,NA,mTOR activated translation,PMID 41102449,homo sapiens
SOCS3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SOWAHA,NA,mTOR activated translation,PMID 41102449,homo sapiens
SOX12,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPATA2L,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPATC1L,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPC24,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPHK1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPHK2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SPSB2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SRCAP,NA,mTOR activated translation,PMID 41102449,homo sapiens
SRM,NA,mTOR activated translation,PMID 41102449,homo sapiens
SRRM2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SRRT,NA,mTOR activated translation,PMID 41102449,homo sapiens
SRSF3,NA,mTOR activated translation,PMID 41102449,homo sapiens
SSR2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SSR4,NA,mTOR activated translation,PMID 41102449,homo sapiens
ST3GAL2,NA,mTOR activated translation,PMID 41102449,homo sapiens
ST3GAL4,NA,mTOR activated translation,PMID 41102449,homo sapiens
ST6GALNAC4,NA,mTOR activated translation,PMID 41102449,homo sapiens
STARD10,NA,mTOR activated translation,PMID 41102449,homo sapiens
STARD3,NA,mTOR activated translation,PMID 41102449,homo sapiens
STK32C,NA,mTOR activated translation,PMID 41102449,homo sapiens
STOML1,NA,mTOR activated translation,PMID 41102449,homo sapiens
STX10,NA,mTOR activated translation,PMID 41102449,homo sapiens
STX5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SULT1A2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SUMO4,NA,mTOR activated translation,PMID 41102449,homo sapiens
SURF2,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYNDIG1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYNGAP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYNGR1,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYT15,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYT17,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYT5,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYT7,NA,mTOR activated translation,PMID 41102449,homo sapiens
SYTL1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TAF10,NA,mTOR activated translation,PMID 41102449,homo sapiens
TAF6,NA,mTOR activated translation,PMID 41102449,homo sapiens
TAX1BP3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TBC1D10B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TBC1D13,NA,mTOR activated translation,PMID 41102449,homo sapiens
TBKBP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TCF15,NA,mTOR activated translation,PMID 41102449,homo sapiens
TCF3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TDG,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEAD2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEAD3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEAD4,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEDC1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEDC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEF,NA,mTOR activated translation,PMID 41102449,homo sapiens
TESC,NA,mTOR activated translation,PMID 41102449,homo sapiens
TESK1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TEX264,NA,mTOR activated translation,PMID 41102449,homo sapiens
TFEB,NA,mTOR activated translation,PMID 41102449,homo sapiens
TFF1,NA,mTOR activated translation,PMID 41102449,homo sapiens
THAP11,NA,mTOR activated translation,PMID 41102449,homo sapiens
THAP7,NA,mTOR activated translation,PMID 41102449,homo sapiens
THEM6,NA,mTOR activated translation,PMID 41102449,homo sapiens
TICAM1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TIGD3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TIMM17B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TIMM44,NA,mTOR activated translation,PMID 41102449,homo sapiens
TIMP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TINF2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TIRAP,NA,mTOR activated translation,PMID 41102449,homo sapiens
TKT,NA,mTOR activated translation,PMID 41102449,homo sapiens
TLE5,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMCC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMED1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMED10P1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMED3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM104,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM11,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM120A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM120B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM126A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM138,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM141,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM147,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM158,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM175,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM179B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM184B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM201,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM216,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM219,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM222,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM223,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM234,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM251,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM256,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM258,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM37,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM44,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM52B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM54,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM63B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM80,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM9,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMEM97,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMIGD2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMPPE,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMSB15B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TMUB1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TNFAIP8L1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TNNC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TNPO2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TOB2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TOMM22,NA,mTOR activated translation,PMID 41102449,homo sapiens
TOR4A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TP53I11,NA,mTOR activated translation,PMID 41102449,homo sapiens
TP53I13,NA,mTOR activated translation,PMID 41102449,homo sapiens
TP53I3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TP53RK,NA,mTOR activated translation,PMID 41102449,homo sapiens
TP73,NA,mTOR activated translation,PMID 41102449,homo sapiens
TPM2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TPPP3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TPRN,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRAF4,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRAF7,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRAPPC1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRAPPC2L,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRAPPC5,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIB3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIM47,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIM54,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIM58,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIM7,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRIR,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRMU,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRNP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TRPT1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TSGA10IP,NA,mTOR activated translation,PMID 41102449,homo sapiens
TSPAN4,NA,mTOR activated translation,PMID 41102449,homo sapiens
TSPO,NA,mTOR activated translation,PMID 41102449,homo sapiens
TSR3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBA1A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBA1B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBA1C,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBB,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBB2A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBB2B,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBB3,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBB4A,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUBBP5,NA,mTOR activated translation,PMID 41102449,homo sapiens
TUSC1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TXN2,NA,mTOR activated translation,PMID 41102449,homo sapiens
TXNL1,NA,mTOR activated translation,PMID 41102449,homo sapiens
TYRO3,NA,mTOR activated translation,PMID 41102449,homo sapiens
U2AF1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBA52,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBALD1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBE2E3,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBE2L6,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBE2M,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBE2MP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBE2NL,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBIAD1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBL4A,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBL7,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBQLN4,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBTD1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBXN1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UBXN6,NA,mTOR activated translation,PMID 41102449,homo sapiens
UNC119,NA,mTOR activated translation,PMID 41102449,homo sapiens
UPF3A,NA,mTOR activated translation,PMID 41102449,homo sapiens
UQCR11,NA,mTOR activated translation,PMID 41102449,homo sapiens
UQCRBP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
UQCRFS1,NA,mTOR activated translation,PMID 41102449,homo sapiens
URM1,NA,mTOR activated translation,PMID 41102449,homo sapiens
USE1,NA,mTOR activated translation,PMID 41102449,homo sapiens
USH1G,NA,mTOR activated translation,PMID 41102449,homo sapiens
UXT,NA,mTOR activated translation,PMID 41102449,homo sapiens
VASH1,NA,mTOR activated translation,PMID 41102449,homo sapiens
VAX2,NA,mTOR activated translation,PMID 41102449,homo sapiens
VDAC1,NA,mTOR activated translation,PMID 41102449,homo sapiens
VEGFB,NA,mTOR activated translation,PMID 41102449,homo sapiens
VKORC1,NA,mTOR activated translation,PMID 41102449,homo sapiens
VKORC1L1,NA,mTOR activated translation,PMID 41102449,homo sapiens
VPS37B,NA,mTOR activated translation,PMID 41102449,homo sapiens
VPS37C,NA,mTOR activated translation,PMID 41102449,homo sapiens
VPS37D,NA,mTOR activated translation,PMID 41102449,homo sapiens
VSIG10L,NA,mTOR activated translation,PMID 41102449,homo sapiens
VSTM2L,NA,mTOR activated translation,PMID 41102449,homo sapiens
WASH3P,NA,mTOR activated translation,PMID 41102449,homo sapiens
WBP1,NA,mTOR activated translation,PMID 41102449,homo sapiens
WDR83OS,NA,mTOR activated translation,PMID 41102449,homo sapiens
WFDC2,NA,mTOR activated translation,PMID 41102449,homo sapiens
WFIKKN1,NA,mTOR activated translation,PMID 41102449,homo sapiens
WNT4,NA,mTOR activated translation,PMID 41102449,homo sapiens
WRAP53,NA,mTOR activated translation,PMID 41102449,homo sapiens
WRAP73,NA,mTOR activated translation,PMID 41102449,homo sapiens
WSCD1,NA,mTOR activated translation,PMID 41102449,homo sapiens
XKR8,NA,mTOR activated translation,PMID 41102449,homo sapiens
YBX2,NA,mTOR activated translation,PMID 41102449,homo sapiens
YBX3,NA,mTOR activated translation,PMID 41102449,homo sapiens
YDJC,NA,mTOR activated translation,PMID 41102449,homo sapiens
YIPF2,NA,mTOR activated translation,PMID 41102449,homo sapiens
YRDC,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZBTB39,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZBTB4,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZBTB42,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZBTB47,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZBTB7B,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZC3H7B,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZCCHC24,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZCCHC3,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZDHHC12,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZDHHC18,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZFAND2B,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZFP36,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZMAT5,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZMIZ2,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF219,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF324B,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF385A,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF414,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF444,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF467,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF48,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF488,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF511,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF512B,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF513,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF593,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF628,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF710,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF74,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF747,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF764,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF768,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNF837,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNHIT1,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNHIT2,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZNRD2,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZP3,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZSCAN10,NA,mTOR activated translation,PMID 41102449,homo sapiens
ZYX,NA,mTOR activated translation,PMID 41102449,homo sapiens
AASDH,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AASDHPPT,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABCA1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABCA11P,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABCA5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABCC3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABHD10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABHD17B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ABRAXAS2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACACB,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACADM,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACADSB,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACAP2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACBD5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACSL1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ACSL3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADAL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADAM17,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADAM22,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADAM9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADAMTS19,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADCY10P1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADD3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADGRE2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADGRL2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ADGRV1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AFAP1L2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AFDN,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AFG1L,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AGA,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AHI1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AHNAK2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AHR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AK7,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AKAP10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AKAP13,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AKAP5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AKAP9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ALG10,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ALG11,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ALKBH8,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ALMS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ALS2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANAPC15,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANG,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANK3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKHD1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKMY2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD13A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD26,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD28,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD36,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD36B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD42,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANKRD50,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANOS1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANP32E,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANTXR1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ANXA3,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AP1AR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AP3B2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AP5M1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
APBB2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
APLP2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
APOOL,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AQR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
AR,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARFGEF1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARFGEF2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARFIP1,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGAP11A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGAP12,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGAP29,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGAP32,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGAP42,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGEF12,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGEF5,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARHGEF9,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARID2,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARID4A,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARID5B,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARL14EP,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
ARL2BP,NA,mTOR suppressed translation,PMID 41102449,homo sapiens
